A	'ə	ə
deixi'm	d 'e ʃ i m	d ə ʃ 'i m
deixessin	d ə ʃ 'e s i n	d ə ʃ 'ɛ s i n
deixes	d 'e ʃ ə s	d 'ɛ ʃ ə s
deixa't	d 'e ʃ ə t	d ə ʃ 'a t
deixa'm	d 'e ʃ ə m	d ə ʃ 'a m
deessa	d ə 'ɛ s ə	d ə 'e s ə
decrets	d ə k ɾ 'e t s	d ə k ɾ 'ɛ t s
dactilars	d ə k t i l 'a r s	d ə k t i l 'a s
d'aparells	d ə p ə ɾ 'ɛ ʎ s	d ə p ə ɾ 'e ʎ s
d'aparell	d ə p ə ɾ 'ɛ ʎ	d ə p ə ɾ 'e ʎ
cuinar	k u j n 'a	k u i n 'a
cromos	k ɾ 'o m u s	k ɾ 'ɔ m u s
creïn	k ɾ 'e i n	k ɾ ə 'i n
cremes	k ɾ 'e m ə s	k ɾ 'ɛ m ə s
cremen	k ɾ 'e m ə n	k ɾ 'ɛ m ə n
crema	k ɾ 'e m ə	k ɾ 'ɛ m ə
creessin	k ɾ ə 'e s i n	k ɾ ə 'ɛ s i n
covard	k u β 'a r t	k u β 'a r
cosinus	k u s 'i n u s	k u z 'i n u s
cosa	k 'ɔ z ə	k 'o z ə
cos	k 'ɔ s	k 'o s
cors	k 'ɔ r s	k 'o s
continuessin	k u n t i n u 'e s i n	k u n t i n u 'ɛ s i n
contesto	k u n t 'e s t u	k u n t 'ɛ s t u
contenen	k u n t 'e n ə n	k u n t 'ɛ n ə n
consta	k 'o n s t ə	k 'ɔ n s t ə
considero	k u n s i ð 'e ɾ u	k u n s i ð 'ɛ ɾ u
conques	k 'o ŋ k ə s	k 'ɔ ŋ k ə s
connecta	k u n n 'e k t ə	k u n n 'ɛ k t ə
condemna	k u n d 'e m n ə	k u n d 'ɛ m n ə
completa-la	k u m p l 'ɛ t ə l ə	k u m p l ə t 'a l ə
comparsero	k u m p ə r s 'e ɾ u	k u m p ə r s 'ɛ ɾ u
cofoi	k u f 'ɔ j	k u f 'o i
coco	k 'o k u	k 'ɔ k u
clor	k l 'ɔ r	k l 'o
cercles	s 'e r k l ə s	s 'ɛ r k l ə s
centígrads	s ə n t 'i ɣ ɾ ə t s	s ə n t 'i ɣ ɾ ə ð s
centelleig	s ə n t ə ʎ 'ɛ t ʃ	s ə n t ə ʎ 'ɛ tʃ
celebren	s ə l 'e β ɾ ə n	s ə l 'ɛ β ɾ ə n
cec	s 'e k	s 'ɛ k
cars	k 'a r s	k 'a s
car	k 'a r	k 'a
capvespre	k ə b b 'e s p ɾ ə	k ə b b 'ɛ s p ɾ ə
cantimplora	k ə n t i m p l 'ɔ ɾ ə	k ə n t i m p l 'o ɾ ə
brots	b ɾ 'o t s	b ɾ 'ɔ t s
brollen	b ɾ 'o ʎ ə n	b ɾ 'ɔ ʎ ə n
botes	b 'o t ə s	b 'ɔ t ə s
bot	b 'o t	b 'ɔ t
bord	b 'o r t	b 'o ɾ ð
bons	b 'ɔ n s	b 'o n s
bombolles	b u m b 'o ʎ ə s	b u m b 'ɔ ʎ ə s
bolquen	b 'o l k ə n	b 'ɔ l k ə n
boirina	b u j ɾ 'i n ə	b u i ɾ 'i n ə
bo	b 'ɔ	b 'o
bes	b 'e s	b 'ɛ s
bateig	b ə t 'ɛ t ʃ	b ə t 'ɛ tʃ
bable	b 'a β l ə	b 'a b b l ə
atribuir-ho	ə t ɾ i β u 'i ɾ u	ə t ɾ i β 'u j ɾ u
assaigs	ə s 'a t ʃ s	ə s 'a tʃ s
asimètrica	ə s i m 'ɛ t ɾ i k ə	ə z i m 'ɛ t ɾ i k ə
arribessin	ə r i β 'e s i n	ə r i β 'ɛ s i n
arregla	ə r 'e g g l ə	ə r 'ɛ g g l ə
aqüífer	ə k w 'i f ə r	ə k w 'i f ə
aproven	ə p ɾ 'o β ə n	ə p ɾ 'ɔ β ə n
apretar-me-les	ə p ɾ ə t 'a r m ə l ə s	ə p ɾ ə t ə r m 'ɛ l ə s
aportessin	ə p u r t 'e s i n	ə p u r t 'ɛ s i n
aparegueren	ə p ə ɾ ə ɣ 'e ɾ ə n	ə p ə ɾ ə ɣ 'ɛ ɾ ə n
anglosaxons	ə ŋ g l u s ə k s 'o n s	ə ŋ g l u z ə k s 'o n s
anessin	ə n 'e s i n	ə n 'ɛ s i n
anar-se-la	ə n 'a r s ə l ə	ə n ə r s 'ɛ l ə
anar-se'n	ə n 'a r s ə n	ə n ə r s 'ɛ n
ambdós	ə m d 'o s	ə m b d 'o s
ambdues	ə m d 'u ə s	ə m b d 'u ə s
alteren	ə l t 'e ɾ ə n	ə l t 'ɛ ɾ ə n
alletin	ə ʎ 'e t i n	ə ʎ 'ɛ t i n
alegre	ə l 'e ɣ ɾ ə	ə l 'ɛ ɣ ɾ ə
aixeco	ə ʃ 'e k u	ə ʃ 'ɛ k u
aixeca	ə ʃ 'e k ə	ə ʃ 'ɛ k ə
aiguamolls	ə j ɣ w ə m 'ɔ ʎ s	ə j ɣ u ə m 'o ʎ s
aiguaforts	ə j ɣ w ə f 'ɔ r s	ə j ɣ w ə f 'o r t s
agrupa'ls	ə ɣ ɾ 'u p ə l s	ə ɣ ɾ u p 'a l s
agrair-li	ə ɣ ɾ ə 'i r l i	ə ɣ ɾ 'a i r l i
agafessin	ə ɣ ə f 'e s i n	ə ɣ ə f 'ɛ s i n
afruitat	ə f ɾ u j t 'a t	ə f ɾ u i t 'a t
afecten	ə f 'e k t ə n	ə f 'ɛ k t ə n
afecte	ə f 'e k t ə	ə f 'ɛ k t ə
adscrit	ə t s k ɾ 'i t	ə ts k ɾ 'i t
adornen	ə ð 'o r n ə n	ə ð 'ɔ r n ə n
adequa	ə ð 'e k w ə	ə ð 'ɛ k w ə
acords	ə k 'ɔ r s	ə k 'o r s
aconsellen	ə k u n s 'e ʎ ə n	ə k u n s 'ɛ ʎ ə n
a	'ə	ə
Zürich	z u ɾ 'i k	ə w ɾ 'i tʃ
Zagreb	z ə ɣ ɾ 'e p	z ə ɣ ɾ 'ɛ p
Xop	ʃ 'o p	ʃ 'ɔ p
Weissmann	b ə j s m 'a n n	b ə i s m 'a n n
Webs	b 'e p s	s 'ɛ p s
Vicent	b i s 'ɛ n	b i s 'e n
Vermella	b ə r m 'ɛ ʎ ə	b ə r m 'e ʎ ə
Ve	b 'e	b 'ɛ
Txetxènia	t ʃ ə t ʃ 'ɛ n i ə	ʃ ə t ʃ 'ɛ n i ə
Trodheim	t ɾ u ð 'ɛ j m	t ɾ u ð 'ɛ i m
Tret	t ɾ 'e t	t ɾ 'ɛ t
Transports	t ɾ ə n s p 'ɔ r s	t ɾ ə n s p 'o r t s
Transport	t ɾ ə n s p 'ɔ r t	t ɾ ə n s p 'o r t
Tort	t 'ɔ r t	t 'o r t
Torno	t 'o r n u	t 'ɔ r n u
Torni	t 'o r n i	t 'ɔ r n i
Ton	t 'u n	t u n
Ter	t 'e r	t 'e
Tema	t 'e m ə	t 'ɛ m ə
Te'n	t 'ə n	t 'ɛ n
Te	t 'ə	t ə
Taipei	t ə j p 'ɛ j	t ə i p 'ɛ j
T'ho	t 'u	t u
Sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
Sistemes	s i s t 'e m ə s	s i s t 'ɛ m ə s
Sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Se'l	s 'ə l	s 'ɛ l
Saqueig	s ə k 'ɛ t ʃ	s ə k 'ɛ tʃ
S'ho	s 'u	s u
Rosa	r 'ɔ z ə	r 'o z ə
Riad	r i 'a t	r i 'a ð
Revetlla	r ə β 'e ʎ ʎ ə	r ə β 'ɛ ʎ ʎ ə
Quedo	k 'e ð u	k 'ɛ ð u
QUIR	k 'i r	k 'i
Ponç	p 'ɔ n s	p 'o n s
Pont	p 'ɔ n	p 'o n
Pladellorens	p l ə ð ə ʎ u ɾ 'ɛ n s	p l ə ð ə ʎ u ɾ 'e n s
Pingu	p 'i ŋ g u	p 'i ŋ g
Perecamps	p ə ɾ ə k 'a m s	p ə ɾ ə k 'a m p s
Peix	p 'e ʃ	p 'ɛ ʃ
Parella	p ə ɾ 'ɛ ʎ ə	p ə ɾ 'e ʎ ə
PIME	p 'i m e	p 'i m ə
Os	'ɔ s	'o s
Omple	'o m p l ə	'ɔ m p l ə
Nois	n 'ɔ j s	n 'o i s
Neix	n 'e ʃ	n 'ɛ ʃ
Müller	m u ʎ 'e	m w ʎ 'e
Munich	m u n 'i k	m u n 'i tʃ
Mossos	m 'o s u s	m 'ɔ s u s
Mora	m 'ɔ ɾ ə	m 'o ɾ ə
Molta	m 'o l t ə	m 'ɔ l t ə
Menja	m 'e n ʒ ə	m 'ɛ n ʒ ə
Mastercard	m ə s t ə r k 'a r t	m ə s t ə r k 'a r
Martens	m ə r t 'ɛ n s	m ə r t 'e n s
Malone	m ə l 'o n ə	m ə l 'ɔ n ə
Magog	m ə ɣ 'ɔ k	m ə ɣ 'o k
Lo	l 'u	l u
Llevo	ʎ 'e β u	ʎ 'ɛ β u
L'Antoni	l ə n t 'ɔ n i	l ə n t 'o n i
Kirsten	k 'i r s t ə n	k 'i s t ə n
Kinkel	k i ŋ k 'ɛ l	k i n 'ɛ l
Jofre	ʒ 'o f ɾ ə	ʒ 'ɔ f ɾ ə
Jeroni	ʒ ə ɾ 'ɔ n i	ʒ ə ɾ 'o n i
Ignoro	i g n 'o ɾ u	i g n 'ɔ ɾ u
Hug	'u k	ə k
Haig	'a t ʃ	'a tʃ
Gaspart	g ə s p 'a r t	g ə s p 'a r
Frankfurt	f ɾ ə ŋ k f 'u r t	f ɾ ə ŋ f 'u r t
Fixi's	f 'i k s i s	f i k s 'i s
Finestres	f i n 'e s t ɾ ə s	f i n 'ɛ s t ɾ ə s
Festes	f 'e s t ə s	f 'ɛ s t ə s
Festa	f 'e s t ə	f 'ɛ s t ə
Fent-ho	f 'e n t u	f 'ɛ n t u
Explica'ls	ə k s p l 'i k ə l s	ə k s p l i k 'a l s
Exempcions	ə g z ə m s i 'o n s	ə g z ə m p s i 'o n s
Esports	ə s p 'ɔ r s	ə s p 'o r t s
Esperi	ə s p 'e ɾ i	ə s p 'ɛ ɾ i
Espera'm	ə s p 'e ɾ ə m	ə s p ə ɾ 'a m
Escolti	ə s k 'o l t i	ə s k 'ɔ l t i
Escolta'm	ə s k 'o l t ə m	ə s k u l t 'a m
Ernest	ə r n 'e s t	ə r n 'ɛ s t
Entren	'e n t ɾ ə n	'ɛ n t ɾ ə n
Elisenda	ə l i z 'e n d ə	ə l i z 'ɛ n d ə
Eindhoven	ə j n d 'o β ə n	ə i n d 'ɔ β ə n
Efecte	ə f 'e k t ə	ə f 'ɛ k t ə
Ebre	'e β ɾ ə	'ɛ β ɾ ə
Ebre	'e β ɾ ə	'ɛ β ɾ ə
Detroit	d ə t ɾ 'ɔ j t	d ə t ɾ 'o i t
Deixi	d 'e ʃ i	d 'ɛ ʃ i
Darrere	d ə r 'e ɾ ə	d ə r 'ɛ ɾ ə
Copia-la	k u p 'i ə l ə	k u p i 'a l ə
Copa	k 'o p ə	k 'ɔ p ə
Consta	k 'o n s t ə	k 'ɔ n s t ə
Connecta	k u n n 'e k t ə	k u n n 'ɛ k t ə
Comptes	k 'o m t ə s	k 'ɔ m p t ə s
Compta	k 'o m t ə	k 'ɔ m t ə
Comparseros	k u m p ə r s 'e ɾ u s	k u m p ə r s 'ɛ ɾ u s
Chirac	t ʃ i ɾ 'a k	k i ɾ 'a k
Cheng	t ʃ 'ɛ ŋ	k 'ɛ ŋ
Carreras	k ə r 'e ɾ ə s	k ə r 'ɛ ɾ ə s
Capgrossos	k ə b g ɾ 'ɔ s u s	k ə p ɣ ɾ 'ɔ s u s
Brasília	b ɾ ə z 'i l i ə	b ɾ ə s 'i l i ə
Bons	b 'ɔ n s	b 'o n s
Bodes	b 'o ð ə s	b 'ɔ ð ə s
Banotti	b ə n 'ɔ t i	b ə n 'ɔ t t i
Banc	b 'a ŋ	b 'a ŋ k
Avisa'm	ə β 'i z ə m	ə β i z 'a m
Aquelles	ə k 'ɛ ʎ ə s	ə k 'e ʎ ə s
Anterior	ə n t ə ɾ i 'o r	ə n t ə ɾ i 'o
Amor	ə m 'o r	ə m 'o
Alhora	ə l 'ɔ ɾ ə	ə l i 'o ɾ ə
Alfred	ə l f ɾ 'ɛ t	ə l f ɾ 'e t
Aixeca	ə ʃ 'e k ə	ə ʃ 'ɛ k ə
Agustí	ə ɣ u s t 'i	ə ɣ s t 'i
Agenda	ə ʒ 'e n d ə	ə ʒ 'ɛ n d ə
Acosta't	ə k 'ɔ s t ə t	ə k u s t 'a t
amb	ə m	ə m b
promig	p ɾ u m 'i t ʃ	p ɾ u m 'i tʃ
dient-me	d i 'e m m ə	d i 'ɛ m m ə
Virrei	b i r 'e j	b i r 'ɛ j
Suprem	s u p ɾ 'e m	s u p ɾ 'ɛ m
Son	s 'ɔ n	s 'o n
Se'n	s 'ə n	s 'ɛ n
S'aixeca	s ə ʃ 'e k ə	s ə ʃ 'ɛ k ə
Prem	p ɾ 'e m	p ɾ 'ɛ m
Pons	p 'ɔ n s	p 'o n s
Poder	p u ð 'ɛ	p u ð 'e
Plataforma	p l ə t ə f 'o r m ə	p l ə t ə f 'ɔ r m ə
Oh	'ɔ	'o
N'he	n 'e	n 'ɛ
Mes	m 'e s	m 'ɛ s
Le	l 'e	l 'ɛ
L'hora	l 'ɔ ɾ ə	l i 'o ɾ ə
Jonc	ʒ 'o ŋ	ʒ 'o n s
Interessa	i n t ə ɾ 'ɛ s ə	i n t ə ɾ 'e s ə
Hèlsinki	'ɛ l s i ŋ k i	'ɛ l s i n i
Huc	'u k	u k
Hisenda	i z 'e n d ə	i z 'ɛ n d ə
Grenoble	g ɾ ə n 'o b b l ə	g ɾ ə n 'ɔ b b l ə
Familiar	f ə m i l i 'a r	f ə m i l i 'a
Explota	ə k s p l 'o t ə	ə k s p l 'ɔ t ə
Escola't	ə s k 'ɔ l ə t	ə s k u l 'a t
Error	ə r 'o r	ə r 'o
Endreço	ə n d ɾ 'e s u	ə n d ɾ 'ɛ s u
Ela	'e l ə	'ɛ l ə
Dona'm	d 'ɔ n ə m	d u n 'a m
Desi	d 'e z i	d 'ɛ z i
Contesta	k u n t 'e s t ə	k u n t 'ɛ s t ə
Compto	k 'o m t u	k 'ɔ m t u
Chamonix	t ʃ ə m u n 'i k s	k ə m u n 'i k s
COCO	k 'o k u	k 'ɔ k u
Ben	b 'e n	b 'ɛ n
Atocha	ə t 'ɔ t ʃ ə	ə t 'ɔ k ə
Artur	ə r t 'u r	ə r t 'u
Aprendrem	ə p ə n d ɾ 'ɛ m	ə p ɾ ə n d ɾ 'ɛ m
Anvers	ə m b 'ɛ r s	ə m b 'e s
Agnelli	ə g n 'e ʎ i	ə g n 'ɛ ʎ i
Acosta-t'hi	ə k 'ɔ s t ə t i	ə k u s t 'a t i
