A	'ə	 ə 
llei	ʎ 'e j	 ʎ 'ɛ i 
trenta	t ɾ 'ɛ n t ə	 t ɾ 'e n t ə 
sento	s 'e n t u	 s 'ɛ n t u 
gaire	g 'a j ɾ ə	 g ə 'i ɾ ə 
He	'e	 'ɛ 
hora	'ɔ ɾ ə	 i 'o ɾ ə 
Vaig	b 'a t ʃ	 b ə 'i ə 
se'n	s 'ə n	 s 'ɛ n 
parell	p ə ɾ 'ɛ ʎ	 p ə ɾ 'e ʎ 
Tot	t 'o t	 t 'ɔ t 
darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
teva	t 'e β ə	 t 'ɛ β ə 
exemple	ə g z 'e m p l ə	 ə k s 'ɛ m p l ə 
tretze	t ɾ 'e d z ə	 t ɾ 'ɛ d z ə 
tothom	t u t 'ɔ m	 t u t 'a m 
tema	t 'e m ə	 t 'ɛ m ə 
molta	m 'o l t ə	 m 'ɔ l t ə 
dotze	d 'o d z ə	 d 'ɔ d z ə 
camp	k 'a m	 k 'a m p 
dones	d 'ɔ n ə s	 d 'o n ə s 
aquells	ə k 'ɛ ʎ s	 ə k 'e ʎ s 
queda	k 'e ð ə	 k 'ɛ ð ə 
noi	n 'ɔ j	 n 'o i 
fort	f 'ɔ r t	 f 'o r t 
Ens	'ə n s	 ə n s 
valors	b ə l 'o r s	 b ə l 'o s 
llengua	ʎ 'e ŋ g w ə	 ʎ 'ɛ ŋ g w ə 
Josep	ʒ u z 'ɛ p	 ʒ u s 'ɛ p 
veig	b 'ɛ t ʃ	 b 'ɛ ʃ 
comença	k u m 'ɛ n s ə	 k u m 'e n s ə 
bancs	b 'a ŋ s	 b 'a ŋ k s 
tard	t 'a r t	 t 'a r 
segle	s 'e g g l ə	 s 'ɛ g l ə 
Tots	t 'o t s	 t 'ɔ t s 
hagi	'a ʒ i	 i 'a ʒ i 
tros	t ɾ 'ɔ s	 t ɾ 'o s 
has	'a s	 i 'a s 
fred	f ɾ 'ɛ t	 f ɾ 'e d 
cabell	k ə β 'ɛ ʎ	 k ə β 'e ʎ 
Que	k 'ə	 k ə 
jove	ʒ 'o β ə	 ʒ 'ɔ β ə 
fets	f 'e t s	 f 'ɛ t s 
catorze	k ə t 'o r z ə	 k ə t 'ɔ r z ə 
Mentre	m 'e n t ɾ ə	 m 'ɛ n t ɾ ə 
records	r ə k 'ɔ r s	 r ə k 'o r t s 
joves	ʒ 'o β ə s	 ʒ 'ɔ β ə s 
banc	b 'a ŋ	 b 'a ŋ k 
Sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
sobretot	s u β ɾ ə t 'o t	 s u β ɾ ə t 'ɔ t 
segueix	s ə ɣ 'ɛ ʃ	 s ə ɣ 'e ʃ 
objectes	u b ʒ 'e k t ə s	 u b ʒ 'ɛ k t ə s 
faig	f 'a t ʃ	 f 'a ʃ 
to	t 'ɔ	 t 'o 
projecte	p ɾ u ʒ 'e k t ə	 p ɾ u ʒ 'ɛ k t ə 
meves	m 'e β ə s	 m 'ɛ β ə s 
flors	f l 'ɔ s	 f l 'o s 
dissabte	d i s 'a p t ə	 d i s 'a b b t ə 
Aquell	ə k 'ɛ ʎ	 ə k 'e ʎ 
resta	r 'e s t ə	 r 'ɛ s t ə 
prendre	p 'ɛ n d ɾ ə	 p ɾ 'ɛ n d ɾ ə 
terme	t 'e r m ə	 t 'ɛ r m ə 
n'hi	n 'i	 n 'ɔ 
llarg	ʎ 'a r k	 ʎ 'a r 
l'espai	l ə s p 'a j	 l ə s p 'a i 
deixa	d 'e ʃ ə	 d 'ɛ ʃ ə 
d'acord	d ə k 'ɔ r t	 d ə k 'o r t 
cor	k 'ɔ r	 k 'o 
boca	b 'o k ə	 b 'ɔ k ə 
aquelles	ə k 'ɛ ʎ ə s	 ə k 'e ʎ ə s 
temes	t 'e m ə s	 t 'ɛ m ə s 
tecla	t 'e k l ə	 t 'ɛ k l ə 
parella	p ə ɾ 'ɛ ʎ ə	 p ə ɾ 'e ʎ ə 
homes	'ɔ m ə s	 u m ə s 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
bar	b 'a r	 b 'a 
Madrid	m ə ð ɾ 'i t	 m ə ð ɾ 'i ð 
Lleida	ʎ 'e j ð ə	 ʎ 'ɛ j ð ə 
Des	d 'e s	 d 'ɛ s 
Aquests	ə k 'ɛ t s	 ə k 'ɛ s t s 
se'ls	s 'ə l s	 s 'ɛ l s 
maig	m 'a t ʃ	 m 'a ʃ 
favor	f ə β 'o r	 f ə β 'o 
d'aquell	d ə k 'ɛ ʎ	 d ə k 'e ʎ 
camps	k 'a m s	 k 'a m p s 
Aquella	ə k 'ɛ ʎ ə	 ə k 'e ʎ ə 
trens	t ɾ 'ɛ n s	 t ɾ 'e n s 
s'havia	s ə β 'i ə	 s u ə β 'i ə 
cabells	k ə β 'ɛ ʎ s	 k ə β 'e ʎ s 
vora	b 'ɔ ɾ ə	 b 'o ɾ ə 
teatre	t e 'a t ɾ ə	 ə e 'a t ɾ ə 
posa	p 'ɔ z ə	 p 'o z ə 
futur	f u t 'u r	 f u t 'u 
bosc	b 'ɔ s k	 b 'o s k 
aspectes	ə s p 'e k t ə s	 ə s p 'ɛ k t ə s 
vehicles	b ə 'i k l ə s	 b ə z 'i k l ə s 
valor	b ə l 'o r	 b ə l 'o 
se'ns	s 'ə n s	 s 'ɛ n s 
s'ho	s 'u	 s 'ɔ 
noms	n 'ɔ m s	 n 'o m s 
festa	f 'e s t ə	 f 'ɛ s t ə 
fes	f 'e s	 f 'ɛ s 
desembre	d ə z 'e m b ɾ ə	 d ə z 'ɛ m b ɾ ə 
aprendre	ə p 'ɛ n d ɾ ə	 ə p ɾ 'ɛ n d ɾ ə 
vuitanta	b u j t 'a n t ə	 b u i t 'a n t ə 
torna	t 'o r n ə	 t 'ɔ r n ə 
suport	s u p 'ɔ r t	 s u p 'o r t 
queden	k 'e ð ə n	 k 'ɛ ð ə n 
peixos	p 'e ʃ u s	 p 'ɛ ʃ u s 
l'hora	l 'ɔ ɾ ə	 l i 'o ɾ ə 
haig	'a t ʃ	 ə 'i ə 
foto	f 'o t u	 f 'ɔ t u 
concret	k u ŋ k ɾ 'e t	 k u ŋ k ɾ 'ɛ t 
coll	k 'ɔ ʎ	 k 'o ʎ 
Pere	p 'e ɾ ə	 p 'ɛ ɾ ə 
O	'ɔ	 'o 
sons	s 'ɔ n s	 s 'o n s 
setembre	s ə t 'e m b ɾ ə	 s ə t 'ɛ m b ɾ ə 
dimarts	d i m 'a r s	 d i m 'a r t s 
conte	k 'o n t ə	 k 'ɔ n t ə 
bo	b 'ɔ	 b 'o 
apareix	ə p ə ɾ 'ɛ ʃ	 ə p ə ɾ 'e ʃ 
a	'ə	 ə 
flor	f l 'ɔ	 f l 'o 
d'aquella	d ə k 'ɛ ʎ ə	 d ə k 'e ʎ ə 
d'aigua	d 'a j ɣ w ə	 d 'a i ɣ w ə 
bossa	b 'o s ə	 b 'ɔ s ə 
bones	b 'ɔ n ə s	 b 'o n ə s 
Entre	'e n t ɾ ə	 'ɛ n t ɾ ə 
tecnologies	t ə g n u l u ʒ 'i ə s	 t ə k n u l u ʒ 'i ə s 
pedra	p 'e ð ɾ ə	 p 'ɛ ð ɾ ə 
paisatge	p ə j z 'a d ʒ ə	 p ə i z 'a d ʒ ə 
novembre	n u β 'e m b ɾ ə	 n u β 'ɛ m b ɾ ə 
nois	n 'ɔ j s	 n 'o i s 
formes	f 'o r m ə s	 f 'ɔ r m ə s 
espai	ə s p 'a j	 ə s p 'a i 
cotxes	k 'o t ʃ ə s	 k 'ɔ t ʃ ə s 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
anterior	ə n t ə ɾ i 'o r	 ə n t ə ɾ i 'o 
Us	'u s	 u s 
Teatre	t e 'a t ɾ ə	 ə e 'a t ɾ ə 
vermell	b ə r m 'ɛ ʎ	 b ə r m 'e ʎ 
sud	s 'u t	 s 'u d 
respecte	r ə s p 'e k t ə	 r ə s p 'ɛ k t ə 
record	r ə k 'ɔ r t	 r ə k 'o r t 
quedar-se	k ə ð 'a r s ə	 k ə ð 'a s ə 
parts	p 'a r s	 p 'a r t s 
me	m 'ə	 m ə 
mateixos	m ə t 'e ʃ u s	 m ə t 'ɛ ʃ u s 
gossos	g 'o s u s	 g 'ɔ s u s 
feta	f 'e t ə	 f 'ɛ t ə 
d'aquells	d ə k 'ɛ ʎ s	 d ə k 'e ʎ s 
amor	ə m 'o r	 ə m 'o 
Pel	p 'ə l	 p 'ɛ l 
Et	'ə t	 ə t 
se'm	s 'ə m	 s 'ɛ m 
plens	p l 'ɛ n s	 p l 'e n s 
estableix	ə s t ə b b l 'ɛ ʃ	 ə s t ə b b l 'e ʃ 
dimecres	d i m 'e k ɾ ə s	 d i m 'ɛ k ɾ ə s 
deixen	d 'e ʃ ə n	 d 'ɛ ʃ ə n 
Sense	s 'e n s ə	 s 'ɛ n s ə 
transport	t ɾ ə n s p 'ɔ r t	 t ɾ ə n s p 'o r t 
processos	p ɾ u s 'e s u s	 p ɾ u s 'ɛ s u s 
pols	p 'o l s	 p 'ɔ l s 
pedres	p 'e ð ɾ ə s	 p 'ɛ ð ɾ ə s 
passeig	p ə s 'ɛ t ʃ	 p ə s 'ɛ ʃ 
membres	m 'e m b ɾ ə s	 m 'ɛ m b ɾ ə s 
l'hi	l 'i	 l 'ɔ 
l'havia	l ə β 'i ə	 l u ə β 'i ə 
guerra	g 'ɛ r ə	 g u 'ɛ r ə 
font	f 'ɔ n	 f 'o n 
esforç	ə s f 'ɔ r s	 ə s f 'o r s 
desig	d ə z 'i t ʃ	 d ə z 'i ə 
alhora	ə l 'ɔ ɾ ə	 ə l i 'o ɾ ə 
Se	s 'ə	 s ə 
Has	'a s	 i 'a s 
únic	'u n i k	 ' u n i k 
textos	t 'e k s t u s	 t 'ɛ k s t u s 
tempesta	t ə m p 'e s t ə	 t ə m p 'ɛ s t ə 
objecte	u b ʒ 'e k t ə	 u b ʒ 'ɛ k t ə 
fosca	f 'o s k ə	 f 'ɔ s k ə 
fer-ho	f 'e ɾ u	 f 'ɛ ɾ u 
existeix	ə g z i s t 'ɛ ʃ	 ə g z i s t 'e ʃ 
entendre	ə n t 'e n d ɾ ə	 ə n t 'ɛ n d ɾ ə 
dolça	d 'o l s ə	 d 'ɔ l s ə 
defecte	d ə f 'e k t ə	 d ə f 'ɛ k t ə 
correspon	k u r ə s p 'ɔ n	 k u r ə s p 'o n 
Consell	k u n s 'ɛ ʎ	 k u n s 'e ʎ 
ves	b 'e s	 b 'ɛ s 
tret	t ɾ 'e t	 t ɾ 'ɛ t 
torno	t 'o r n u	 t 'ɔ r n u 
sistemes	s i s t 'e m ə s	 s i s t 'ɛ m ə s 
respon	r ə s p 'ɔ n	 r ə s p 'o n 
queixes	k 'e ʃ ə s	 k 'ɛ ʃ ə s 
metges	m 'e d ʒ ə s	 m 'ɛ d ʒ ə s 
gest	ʒ 'e s t	 ʒ 'ɛ s t 
formen	f 'o r m ə n	 f 'ɔ r m ə n 
festes	f 'e s t ə s	 f 'ɛ s t ə s 
cognoms	k u g n 'ɔ m s	 k u ə n 'o m s 
caràcter	k ə ɾ 'a k t ə r	 k ə ɾ 'a k t ə 
caos	k 'a o s	 k ə 'ɔ s 
bons	b 'ɔ n s	 b 'o n s 
boig	b 'ɔ t ʃ	 b 'ɔ j ə 
aspecte	ə s p 'e k t ə	 ə s p 'ɛ k t ə 
Camp	k 'a m	 k 'a m p 
i	'i	 i 
vespre	b 'e s p ɾ ə	 b 'ɛ s p ɾ ə 
sabent	s ə β 'ɛ n	 s ə β 'e n 
reforma	r ə f 'o r m ə	 r ə f 'ɔ r m ə 
quedo	k 'e ð u	 k 'ɛ ð u 
projectes	p ɾ u ʒ 'e k t ə s	 p ɾ u ʒ 'ɛ k t ə s 
néixer	n 'e ʃ ə	 n ə ʃ 'e 
nord	n 'ɔ r t	 n 'o r 
menor	m ə n 'o r	 m ə n 'o 
meitat	m ə j t 'a t	 m ə i t 'a t 
m'havia	m ə β 'i ə	 m u ə β 'i ə 
llenguatge	ʎ ə ŋ g w 'a d ʒ ə	 ʎ ə ŋ g u 'a d ʒ ə 
lleis	ʎ 'e j s	 ʎ 'ɛ i s 
leis	l 'ɛ j s	 l 'ɛ i s 
hom	'ɔ m	 i 'o 
hagin	'a ʒ i n	 i 'a ʒ i n 
enrere	ə n r 'e ɾ ə	 ə n r 'ɛ ɾ ə 
doble	d 'o b b l ə	 d 'ɔ b b l ə 
disposen	d i s p 'o z ə n	 d i s p 'ɔ z ə n 
córrer	k 'o r ə	 k u r 'e 
cercle	s 'e r k l ə	 s 'ɛ r k l ə 
Moltes	m 'o l t ə s	 m 'ɔ l t ə s 
D'acord	d ə k 'ɔ r t	 d ə k 'o r t 
Als	'ə l s	 'a l s 
ésser	'e s ə r	 'e s ə 
A	'ə	 ə 
voler	b u l 'ɛ	 b u l 'e 
trets	t ɾ 'e t s	 t ɾ 'ɛ t s 
son	s 'ɔ n	 s 'o n 
restes	r 'e s t ə s	 r 'ɛ s t ə s 
popular	p u p u l 'a r	 p u p u l 'a 
ofereix	u f ə ɾ 'ɛ ʃ	 u f ə ɾ 'e ʃ 
menors	m ə n 'o r s	 m ə n 'o s 
fer-me	f 'e r m ə	 f 'ɛ r m ə 
espais	ə s p 'a j s	 ə s p 'a i s 
d'aquelles	d ə k 'ɛ ʎ ə s	 d ə k 'e ʎ ə s 
bombes	b 'o m b ə s	 b 'ɔ m b ə s 
vermelles	b ə r m 'ɛ ʎ ə s	 b ə r m 'e ʎ ə s 
transports	t ɾ ə n s p 'ɔ r s	 t ɾ ə n s p 'o r t s 
trajecte	t ɾ ə ʒ 'e k t ə	 t ɾ ə ʒ 'ɛ k t ə 
teves	t 'e β ə s	 t 'ɛ β ə s 
se'l	s 'ə l	 s 'ɛ l 
s'hagi	s 'a ʒ i	 s u 'a ʒ i 
s'aixeca	s ə ʃ 'e k ə	 s ə ʃ 'ɛ k ə 
quarts	k w 'a r s	 k w 'a r t s 
presenten	p ɾ ə z 'e n t ə n	 p ɾ ə z 'ɛ n t ə n 
plaer	p l ə 'ɛ	 p l ə 'e 
llar	ʎ 'a r	 ʎ 'a 
joguina	ʒ u ɣ 'i n ə	 ʒ u ɣ u 'i n ə 
interior	i n t ə ɾ i 'o r	 i n t ə ɾ i 'o 
interessa	i n t ə ɾ 'ɛ s ə	 i n t ə ɾ 'e s ə 
fotos	f 'o t u s	 f 'ɔ t u s 
fonts	f 'ɔ n s	 f 'o n s 
finestres	f i n 'e s t ɾ ə s	 f i n 'ɛ s t ɾ ə s 
fer-se	f 'e r s ə	 f 'ɛ r s ə 
esport	ə s p 'ɔ r t	 ə s p 'o r t 
deixo	d 'e ʃ u	 d 'ɛ ʃ u 
ampolla	ə m p 'o ʎ ə	 ə m p 'ɔ ʎ ə 
acord	ə k 'ɔ r t	 ə k 'o r t 
Veig	b 'ɛ t ʃ	 b 'ɛ ʃ 
Sento	s 'e n t u	 s 'ɛ n t u 
N'hi	n 'i	 n 'ɔ 
Faig	f 'a t ʃ	 f 'a ʃ 
Dóna'm	d 'o n ə m	 d u n 'a m 
Dissabte	d i s 'a p t ə	 d i s 'a b b t ə 
Conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
tronc	t ɾ 'o ŋ	 t ɾ 'o ŋ k 
tecnologia	t ə g n u l u ʒ 'i ə	 t ə k n u l u ʒ 'i ə 
sentin	s 'e n t i n	 s 'ɛ n t i n 
segles	s 'e g g l ə s	 s 'ɛ g l ə s 
representen	r ə p ɾ ə z 'e n t ə n	 r ə p ɾ ə z 'ɛ n t ə n 
regles	r 'e g g l ə s	 r 'ɛ ɣ l ə s 
quedi	k 'e ð i	 k 'ɛ ð i 
provoca	p ɾ u β 'o k ə	 p ɾ u β 'ɔ k ə 
pressupost	p ɾ ə s u p 'ɔ s t	 p ɾ ə s u p 'o s t 
premsa	p ɾ 'e m s ə	 p ɾ 'ɛ m s ə 
port	p 'ɔ r t	 p 'o r t 
parelles	p ə ɾ 'ɛ ʎ ə s	 p ə ɾ 'e ʎ ə s 
metge	m 'e d ʒ ə	 m 'ɛ d ʒ ə 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
llargs	ʎ 'a r k s	 ʎ 'a r s 
immens	i m m 'ɛ n s	 i m m 'e n s 
gros	g ɾ 'ɔ s	 g ɾ 'o s 
error	ə r 'o r	 ə r 'o 
enorme	ə n 'o r m ə	 ə n 'ɔ r m ə 
créixer	k ɾ 'e ʃ ə	 k ɾ ə ʃ 'e 
conceptes	k u n s 'e p t ə s	 k u n s 'ɛ p t ə s 
comptes	k 'o m t ə s	 k 'ɔ m p t ə s 
atendre	ə t 'e n d ɾ ə	 ə t 'ɛ n d ɾ ə 
adequat	ə ð ə k w 'a t	 ə ð ə k 'a t 
abelles	ə β 'ɛ ʎ ə s	 ə β 'e ʎ ə s 
Totes	t 'o t ə s	 t 'ɔ t ə s 
Gairebé	g ə j ɾ ə β 'e	 g ə i ɾ ə β 'e 
Boi	b 'ɔ j	 b 'o i 
únics	'u n i k s	 ' u n i k s 
tornes	t 'o r n ə s	 t 'ɔ r n ə s 
tinguessin	t i ŋ g 'e s i n	 t i ŋ g 'ɛ s i n 
termes	t 'e r m ə s	 t 'ɛ r m ə s 
telèfons	t ə l 'ɛ f u n s	 t ə l ə f 'o n s 
t'he	t 'e	 t 'ɛ 
solar	s u l 'a r	 s u l 'a 
s'havien	s ə β 'i ə n	 s u ə β 'i ə n 
rugbi	r 'u g b i	 r 'u ɣ β i 
rosa	r 'ɔ z ə	 r 'o z ə 
recórrer	r ə k 'o r ə	 r ə k u r 'e 
particular	p ə r t i k u l 'a r	 p ə r t i k u l 'a 
mots	m 'o t s	 m 'ɔ t s 
moto	m 'o t u	 m 'ɔ t u 
mot	m 'o t	 m 'ɔ t 
moribund	m u ɾ i β 'u n	 m u ɾ i β 'u n d 
m'hi	m 'i	 m 'a 
llest	ʎ 'e s t	 ʎ 'ɛ s t 
llengües	ʎ 'e ŋ g w ə s	 ʎ 'ɛ ŋ g w ə s 
l'univers	l u n i β 'ɛ r s	 l u n i β 'e s 
gola	g 'o l ə	 g 'ɔ l ə 
enmig	ə m m 'i t ʃ	 ə n m 'i ə 
efectes	ə f 'e k t ə s	 ə f 'ɛ k t ə s 
dubtes	d 'u p t ə s	 d 'u b b t ə s 
distret	d i s t ɾ 'e t	 d i s t ɾ 'ɛ t 
converteix	k u m b ə r t 'ɛ ʃ	 k u m b ə r t 'e ʃ 
contes	k 'o n t ə s	 k 'ɔ n t ə s 
consell	k u n s 'ɛ ʎ	 k u n s 'e ʎ 
concepte	k u n s 'e p t ə	 k u n s 'ɛ p t ə 
cobreix	k u β ɾ 'ɛ ʃ	 k u β ɾ 'e ʃ 
afegeix	ə f ə ʒ 'ɛ ʃ	 ə f ə ʒ 'e ʃ 
Tremp	t ɾ 'e m	 t ɾ 'ɛ m p 
Tothom	t u t 'ɔ m	 t u t 'a m 
Segueix	s ə ɣ 'ɛ ʃ	 s ə ɣ 'e ʃ 
Salt	s 'a l	 s 'a l t 
Peso	p 'e z u	 p 'ɛ z u 
Pesa	p 'e z ə	 p 'ɛ z ə 
Medeix	m ə ð 'ɛ ʃ	 m ə ð 'e ʃ 
Igualada	i ɣ w ə l 'a ð ə	 i ɣ u ə l 'a ð ə 
Fes	f 'e s	 f 'ɛ s 
éssers	'e s ə r s	 e s 'e s 
Per	p 'ə r	 p 'e 
En	'ə n	 ə n 
vers	b 'ɛ r s	 b 'e s 
secret	s ə k ɾ 'e t	 s ə k ɾ 'ɛ t 
raig	r 'a t ʃ	 r ə 'i ə 
prefereix	p ɾ ə f ə ɾ 'ɛ ʃ	 p ɾ ə f ə ɾ 'e ʃ 
plataforma	p l ə t ə f 'o r m ə	 p l ə t ə f 'ɔ r m ə 
peninsular	p ə n i n s u l 'a r	 p ə n i n s u l 'a 
orelles	u ɾ 'ɛ ʎ ə s	 u ɾ 'e ʎ ə s 
morts	m 'ɔ r s	 m 'o r t s 
militar	m i l i t 'a r	 m i l i t 'a 
menja	m 'e n ʒ ə	 m 'ɛ n ʒ ə 
mateixes	m ə t 'e ʃ ə s	 m ə t 'ɛ ʃ ə s 
intento	i n t 'e n t u	 i n t 'ɛ n t u 
intenten	i n t 'e n t ə n	 i n t 'ɛ n t ə n 
humor	u m 'o r	 u m 'o 
golf	g 'ɔ l f	 g 'o l f 
fruits	f ɾ 'u j t s	 f ɾ u 'i t s 
fossin	f 'o s i n	 f 'ɔ s i n 
familiar	f ə m i l i 'a r	 f ə m i l i 'a 
errors	ə r 'o r s	 ə r 'o s 
entren	'e n t ɾ ə n	 'ɛ n t ɾ ə n 
enormes	ə n 'o r m ə s	 ə n 'ɔ r m ə s 
currículum	k u r 'i k u l u m	 k u r i k u l 'u m 
cost	k 'ɔ s t	 k 'o s t 
corre	k 'o r ə	 k 'ɔ r ə 
copes	k 'o p ə s	 k 'ɔ p ə s 
coneix	k u n 'ɛ ʃ	 k u n 'e ʃ 
clars	k l 'a s	 k l 'a r s 
alcohol	ə l k u 'ɔ l	 ə l k u 'a l 
afores	ə f 'ɔ ɾ ə s	 ə f 'o ɾ ə s 
Torna	t 'o r n ə	 t 'ɔ r n ə 
S'hi	s 'i	 s 'ɔ 
Eren	'e ɾ ə n	 'ɛ ɾ ə n 
Compte	k 'o m t ə	 k 'ɔ m p t ə 
Bon	b 'ɔ n	 b 'o n 
Antoni	ə n t 'ɔ n i	 ə n t 'o n i 
úniques	'u n i k ə s	 ' u n i k ə s 
única	'u n i k ə	 ' u n i k ə 
érem	'e ɾ ə m	 e ɾ 'ɛ m 
vivendes	b i β 'e n d ə s	 b i β 'ɛ n d ə s 
vivenda	b i β 'e n d ə	 b i β 'ɛ n d ə 
vinc	b 'i ŋ	 b 'i ŋ k 
vermells	b ə r m 'ɛ ʎ s	 b ə r m 'e ʎ s 
vermella	b ə r m 'ɛ ʎ ə	 b ə r m 'e ʎ ə 
ungles	'u ŋ g l ə s	 ' u ŋ g l ə s 
tècniques	t 'ɛ g n i k ə s	 t 'ɛ k n i k ə s 
tornen	t 'o r n ə n	 t 'ɔ r n ə n 
sona	s 'ɔ n ə	 s 'o n ə 
sisè	s i z 'ɛ	 s i s 'ɛ 
similar	s i m i l 'a r	 s i m i l 'a 
sentir-se	s ə n t 'i r s ə	 s ə n t 'i s ə 
segurs	s ə ɣ 'u s	 s ə ɣ 'u r s 
repte	r 'e p t ə	 r 'ɛ p t ə 
repeteix	r ə p ə t 'ɛ ʃ	 r ə p ə t 'e ʃ 
recompte	r ə k 'o m t ə	 r ə k 'ɔ m p t ə 
recents	r ə s 'e n s	 r ə k 'e n s 
recentment	r ə s ə m m 'e n	 r ə k ə n ə m 'e n 
quiet	k i 'e t	 k i 'ɛ t 
quelcom	k ə l k 'ɔ m	 k ə l k 'o m 
queixa	k 'e ʃ ə	 k 'ɛ ʃ ə 
produeix	p ɾ u ð u 'ɛ ʃ	 p ɾ u ð u 'e ʃ 
poesia	p u ə z 'i ə	 p u ə s 'i ə 
plàncton	p l 'a ŋ k t o n	 p l ə ŋ k t 'o n 
plor	p l 'ɔ	 p l 'o 
piscina	p i s 'i n ə	 p i s k 'i n ə 
perfecte	p ə r f 'e k t ə	 p ə r f 'ɛ k t ə 
pateix	p ə t 'ɛ ʃ	 p ə t 'e ʃ 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
lo	l 'u	 l u 
llop	ʎ 'o p	 ʎ 'ɔ p 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
l'orella	l u ɾ 'ɛ ʎ ə	 l u ɾ 'e ʎ ə 
l'havien	l ə β 'i ə n	 l u ə β 'i ə n 
l'estómac	l ə s t 'o m ə k	 l ə s t u m 'a k 
l'enneàgon	l ə n n e 'a ɣ u n	 l ə n ə e 'a ɣ u n 
jersei	ʒ ə r s 'ɛ j	 ʒ ə r s 'ɛ i 
intens	i n t 'ɛ n s	 i n t 'e n s 
herois	ə ɾ 'ɔ j s	 i ə ɾ 'o i s 
gotes	g 'o t ə s	 g 'ɔ t ə s 
gota	g 'o t ə	 g 'ɔ t ə 
glop	g l 'o p	 g l 'ɔ p 
garanteix	g ə ɾ ə n t 'ɛ ʃ	 g ə ɾ ə n 'e ʃ 
fosques	f 'o s k ə s	 f 'ɔ s k ə s 
fetge	f 'e d ʒ ə	 f 'ɛ d ʒ ə 
exigir	ə g z i ʒ 'i	 ə k s i ʒ 'i 
evidentment	ə β i ð ə m m 'e n	 ə β i ð ə n ə m 'e n 
esports	ə s p 'ɔ r s	 ə s p 'o r t s 
esperi	ə s p 'e ɾ i	 ə s p 'ɛ ɾ i 
entenc	ə n t 'e ŋ	 ə n t 'ɛ n s 
endarrere	ə n d ə r 'e ɾ ə	 ə n d ə r 'ɛ ɾ ə 
encendre	ə n s 'e n d ɾ ə	 ə n s 'ɛ n d ɾ ə 
donen	d 'o n ə n	 d 'ɔ n ə n 
dirigeix	d i ɾ i ʒ 'ɛ ʃ	 d i ɾ i ʒ 'e ʃ 
dimonis	d i m 'ɔ n i s	 d i m 'o n i s 
diguem-ne	d i ɣ 'ɛ m n ə	 d i ɣ u 'ɛ m n ə 
descens	d ə s 'ɛ n s	 d ə s 'e n s 
desa	d 'e z ə	 d 'ɛ z ə 
deixi	d 'e ʃ i	 d 'ɛ ʃ i 
d'hora	d 'ɔ ɾ ə	 d i 'o ɾ ə 
convoquen	k u m b 'o k ə n	 k u m b 'ɔ k ə n 
concerts	k u n s 'ɛ r s	 k u n s 'ɛ r t s 
compta	k 'o m t ə	 k 'ɔ m t ə 
compro	k 'o m p ɾ u	 k 'ɔ m p ɾ u 
assenteix	ə s ə n t 'ɛ ʃ	 ə s ə n t 'e ʃ 
agenda	ə ʒ 'e n d ə	 ə ʒ 'ɛ n d ə 
adequada	ə ð ə k w 'a ð ə	 ə ð ə k 'a ð ə 
Seguint	s ə ɣ 'i n	 s ə ɣ u 'i n 
Santander	s ə n t ə n d 'e r	 s ə n t ə n d 'e 
S'havia	s ə β 'i ə	 s u ə β 'i ə 
Respecte	r ə s p 'e k t ə	 r ə s p 'ɛ k t ə 
Reglament	r ə g g l ə m 'e n	 r ə ɣ l ə m 'e n 
Londres	l 'o n d ɾ ə s	 l 'ɔ n d ɾ ə s 
Intento	i n t 'e n t u	 i n t 'ɛ n t u 
Horts	'ɔ r s	 i 'o t s 
Han	'a n	 i 'a n 
Evidentment	ə β i ð ə m m 'e n	 ə β i ð ə n ə m 'e n 
Deixo	d 'e ʃ u	 d 'ɛ ʃ u 
Coll	k 'ɔ ʎ	 k 'o ʎ 
Bona	b 'ɔ n ə	 b 'o n ə 
Benidorm	b ə n i ð 'o r m	 b ə n i ð 'o m 
o	'ɔ	 'o 
per	p 'ə r	 p 'e 
Has	'a s	 i 'a s 
transaccions	t ɾ ə n z ə k s i 'o n s	 t ɾ ə n s ə k s i 'o n s 
torni	t 'o r n i	 t 'ɔ r n i 
tons	t 'ɔ n s	 t 'o n s 
testimonis	t ə s t i m 'ɔ n i s	 t ə s t i m 'o n i s 
te	t 'ə	 t ə 
t'hi	t 'i	 t 'a 
suposa	s u p 'ɔ z ə	 s u p 'o z ə 
sencera	s ə n s 'ɛ ɾ ə	 s ə n s 'e ɾ ə 
seguint	s ə ɣ 'i n	 s ə ɣ u 'i n 
sabor	s ə β 'o r	 s ə β 'o 
s'hagin	s 'a ʒ i n	 s 'ɔ ʒ i n 
s'adonessin	s ə ð u n 'e s i n	 s ə ð u n 'ɛ s i n 
retrobo	r ə t ɾ 'o β u	 r ə t ɾ 'ɔ β u 
