A	'ə	ə
lletja	ʎ 'e dʒ ə	ʎ 'ə dʒ ə
llestos	ʎ 'e s t o s	ʎ 'ə s t o s
llebre	ʎ 'e β ɾ ə	ʎ 'ə β ɾ ə
kosovars	k o z o v 'a s	k o z o v 'a ɾ s
jazz	ʒ 'a s	ʒ 'a z ə
irreals	i r e 'a l s	i r ə 'a l s
interpreto	i n t ə ɾ p ɾ 'e t o	i n t ə ɾ p ɾ 'ə t o
inspeccionant-la	i n s p ə t s i o n 'a n l ə	i n s p ə t s i o n 'a n t  l ə
ingressos	i ŋ g ɾ 'e s o s	i ŋ g ɾ 'ə s o s
incrèdul	i ŋ k ɾ 'ɛ ð u l	i ŋ k ɾ 'ə ð u l
incloent-hi	i ŋ k l o 'e n t i	i ŋ k l o 'ə n t i
ignoro	i n n 'o ɾ o	i n n 'ɔ ɾ o
idealitzen	i ð e ə l 'i d z ə n	i ð ə ə l 'i d z ə n
heroi	ə ɾ 'ɔ j	ə ɾ 'o i
glops	g l 'o t s	g l 'ɔ t s
ginebra	ʒ i n 'e β ɾ ə	ʒ i n 'ə β ɾ ə
gestioni	ʒ ə s t i 'ɔ n i	ʒ ə s t i 'o n i
gemma	ʒ 'e m m ə	ʒ 'ə m m ə
fosses	f 'o s ə s	f 'ɔ s ə s
fent-los	f 'e n l o s	f ə n 'ɛ l o s
fent-la	f 'e n l ə	f 'ɛ n t  l ə
febre	f 'e β ɾ ə	f 'ə β ɾ ə
febles	f 'e b b l ə s	f 'ɛ b b l ə s
estrangers	ə s t ɾ ə n ʒ 'e s	ə s t ɾ ə ŋ g 'e s
eso	'e s o	'ə z o
escolten	ə s k 'o l t ə n	ə s k 'ɔ l t ə n
enganxant-ne	ə ŋ g ə n ʃ 'a n n ə	ə ŋ g ə n ʃ 'a n n n ə
ene	'e n ə	'ə n ə
endarrere	ə n d ə r 'e ɾ ə	ə n d ə r 'ɛ ɾ ə
ego	'e ɣ o	'ə ɣ o
efebus	ə f 'ɛ β u s	ə f 'ə β u s
dècimes	d 'ə s i m ə s	d ə s i m ə s
dècim	d 'ə s i m	d ə s i m
dèbils	d 'ə β i l s	d 'ɛ β i l s
dèbils	d 'ə β i l s	d 'ɛ β i l s
dutxant-me	d u tʃ 'a m m ə	d u tʃ 'a n m m ə
dolços	d 'o l s o s	d 'ɔ l s o s
dissuasiva	d i s u ə z 'i v ə	d i s u ə s 'i v ə
discorre	d i s k 'o r ə	d i s k 'ɔ r ə
dient-me	d i 'e m m ə	d i 'ɛ n t m ə
dient-me	d i 'e m m ə	d i 'ɛ n t m ə
dient-li	d i 'e n l i	d i ə n 'ɛ l i
diamants	d i ə m 'a n s	d i ə m 'a n t s
devoro	d ə v 'o ɾ o	d ə v 'ɔ ɾ o
designés	d ə z i n n 'e s	d ə z i ə n 'e s
càmpings	k 'a m p i ŋ s	k 'a m p i n s
cuinats	k u j n 'a t s	k u i n 'a t s
creï	k ɾ 'e i	k ɾ 'ɛ i
crearien	k ɾ e ə ɾ 'i ə n	k ɾ ə ə ɾ 'i ə n
creadors	k ɾ e ə ð 'o s	k ɾ ə ə ð 'o s
creadora	k ɾ e ə ð 'o ɾ ə	k ɾ ə ə ð 'o ɾ ə
coses	k 'ɔ z ə s	k 'o z ə s
corba	k 'o ɾ β ə	k 'ɔ ɾ β ə
contempla	k o n t 'e m p l ə	k o n t 'ə m p l ə
consideren	k o n s i ð 'e ɾ ə n	k o n s i ð 'ɛ ɾ ə n
conscienciós	k o n t s i ə n s i 'o s	k o n s i ə n s i 'o s
conscienciació	k o n t s i ə n s i ə s i 'o	k o n s i ə n s i ə s i 'o
connecto	k o n n 'e t t o	k o n n 'ɛ t t o
connecten	k o n n 'e t t ə n	k o n n 'ɛ t t ə n
clixés	k l i ʃ 'e s	k l ʃ 'e s
cereals	s ə ɾ e 'a l s	s ə ɾ ə 'a l s
carboncles	k ə ɾ β 'o ŋ k l ə s	k ə ɾ β 'ɔ ŋ k l ə s
caiguin	k 'a j ɣ i n	k 'a i ɣ i n
bumerang	b u m ə ɾ 'a ŋ k	b u m ə ɾ 'a n ə
buidant	b u j ð 'a n t	b u i ð 'a n t
bomba	b 'o m b ə	b 'ɔ m b ə
be	b 'e	b 'ə
banquers	b ə ŋ k 'e s	 b e ŋ k 'e s
bandereta	b ə n d ə ɾ 'ə t ə	 b e n d ə ɾ 'ə t ə
atapeïts	ə t ə p ə 'i t s	ə t ə p ə 'i s
assecant-se	ə s ə k 'a n s ə	ə s ə k 'a n t s ə
ascens	ə t s 'ə n s	ə t s 'e n s
arruinada	ə r u j n 'a ð ə	ə r u i n 'a ð ə
arremangant-se	ə r ə m ə ŋ g 'a n s ə	ə r ə m ə ŋ g 'a n t s ə
arenga	ə ɾ 'e ŋ g ə	ə ɾ 'ɛ ŋ g ə
apèndix	ə p 'ə n d i t s	ə p 'ɛ n d i
amants	ə m 'a n s	ə m 'a n t s
afronten	ə f ɾ 'o n t ə n	ə f ɾ 'ɔ n t ə n
actuïn	ə t t 'u i n	ə t t u 'i n
abertzale	ə β ə ɾ d z 'a l ə	ə β ə ɾ ə z 'a l ə
Ull	'u j	'u ʎ
Sens	s 'ə n s	s 'e n s
Ruth	r 'u t	r 'u t i
Poder	p o ð 'ə	p o ð 'e
Plataforma	p l ə t ə f 'o ɾ m ə	p l ə t ə f 'ɔ ɾ m ə
Parisien	p ə ɾ i z 'i ə n	p ə ɾ i s 'i ə n
Montevideo	m o n t ə v i ð 'e o	m o n t ə v i ð 'ə o
Mes	m 'e s	m 'ə s
Lègolas	l 'ə ɣ o l ə s	l ə ɣ o l 'a s
Le	l 'e	l 'ə
Hèlsinki	'ɛ l s i ŋ k i	'ɛ l s i n i
Huc	'u k	'a k
Hisenda	i z 'e n d ə	i s 'e n d ə
Grenoble	g ɾ ə n 'o b b l ə	g ɾ ə n 'ɔ b b l ə
Grand	g ɾ 'a n t	g ɾ 'a n ə
Folch	f 'o l k	f 'o l k ə
Endreço	ə n d ɾ 'e s o	ə n d ɾ 'ə s o
Dreamweaver	d ɾ e ə m b e ə v 'e	d ɾ e ə m ə ə v 'e
Contra	k 'o n t ɾ ə	k 'ɔ n t ɾ ə
Cibeles	s i β 'ɛ l ə s	s i β 'ə l ə s
COCO	k 'o k o	k 'ɔ k o
Ben	b 'e n	b 'ɛ n
habitualment	ə β i t u ˌ a l m 'e n t	ə β i t u ə l m 'e n t
haguda	ə ɣ 'u ð ə	a ɣ 'u ð ə
hagudes	ə ɣ 'u ð ə s	a ɣ 'u ð ə s
hagueɾa	ə ɣ 'e ɾ ə	ə ɣ 'ɛ ɾ ə
hagueɾen	ə ɣ 'e ɾ ə n	ə ɣ 'ɛ ɾ ə n
hagueɾes	ə ɣ 'e ɾ ə s	ə ɣ 'ɛ ɾ ə s
haguessen	ə ɣ 'e s ə n	ə ɣ 'ə s ə n
haguesses	ə ɣ 'e s ə s	ə ɣ 'ə s ə s
haguessis	ə ɣ 'e s i s	ə ɣ 'ə s i s
hagut	ə ɣ 'u t	a ɣ 'u t
haguts	ə ɣ 'u t s	a ɣ 'u t s
hagué	ə ɣ 'e	ə ɣ 'ə
haguéɾem	ə ɣ 'e ɾ ə m	ə ɣ ə 'ə m
haguéɾeu	ə ɣ 'e ɾ ə w	ə ɣ ə 'ɛ w
haguéssem	ə ɣ 'e s ə m	ə ɣ ə s 'ə m
haguésseu	ə ɣ 'e s ə w	ə ɣ ə s 'ɛ w
haguéssim	ə ɣ 'e s i m	ə ɣ ə s 'i m
haguéssiu	ə ɣ 'e s i w	ə ɣ ə s 'i w
haig	'a tʃ	a 'i ə
haití	ə j t 'i	ə i t 'i
halloween	ə ʎ o β 'e ə n	ə ʎ o β 'ɛ ə n
halteɾofília	ə l t ə ɾ o f 'i l i ə	ə l t ə ɾ o f i l 'i ə
hannoveɾ	ə n n o v 'e	ə n n o v 'ə
haɾdwaɾe	'a ɾ u ə	ə ɾ u 'a ɾ ə
haɾmonioses	ə ɾ m o n i 'o z ə s	ə ɾ m o n i 'o s ə s
haɾmònic	ə ɾ m 'ɔ n i k	ə ɾ m ə n 'i k
haɾmònica	ə ɾ m 'ɔ n i k ə	ə ɾ m ə n 'i k ə
haɾmònicament	ə ɾ m ˌ ɔ n i k ə m 'e n t	ə ɾ m ə n i k ə m 'e n t
haɾmònics	ə ɾ m 'ɔ n i t s	ə ɾ m ə n 'i t s
haɾmòniques	ə ɾ m 'ɔ n i k ə s	ə ɾ m ə n 'i k ə s
hauɾé	ə w ɾ 'e	ə w ɾ 'ə
hauɾíem	ə w ɾ 'i ə m	ə w ɾ i 'ə m
hauɾíeu	ə w ɾ 'i ə w	ə w ɾ i 'ɛ w
hemofília	ə m o f 'i l i ə	ə m o f i l 'i ə
hemoràgia	ə m o r 'a ʒ i ə	ə m o ɾ ə ʒ 'i ə
hemoràgies	ə m o r 'a ʒ i ə s	ə m o ɾ ə ʒ 'i ə s
henna	'e n n ə	'ɛ n n ə
hepàtic	ə p 'a t i k	ə p ə t 'i k
heɾbívoɾ	ə ɾ β 'i v o ɾ	ə ɾ β i v 'o
heɾbívoɾs	ə ɾ β 'i v o ɾ s	ə ɾ β i v 'o s
heɾeditàɾia	ə ɾ ə ð i t 'a ɾ i ə	ə ɾ ə ð i t ə ɾ 'i ə
heɾeditàɾies	ə ɾ ə ð i t 'a ɾ i ə s	ə ɾ ə ð i t ə ɾ 'i ə s
heɾeten	ə ɾ 'e t ə n	ə ɾ 'ə t ə n
heɾetges	ə ɾ 'e dʒ ə s	ə ɾ 'ɛ dʒ ə s
heɾeva	ə ɾ 'e v ə	ə ɾ 'ɛ v ə
heɾeves	ə ɾ 'e v ə s	ə ɾ 'ɛ v ə s
incoheɾència	i ŋ k o ə ɾ 'ɛ n s i ə	i ŋ k o ə ɾ ə n s 'i ə
incoheɾències	i ŋ k o ə ɾ 'ɛ n s i ə s	i ŋ k o ə ɾ ə n s 'i ə s
inhalatòɾia	i n ə l ə t 'ɔ ɾ i ə	i n ə l ə t o ɾ 'i ə
inhibeix	i n i β 'ə ʃ	i n i β 'e ʃ
inhibeixi	i n i β 'ə ʃ i	i n i β 'ɛ ʃ i
inhòspit	i n 'ɔ s p i t	i n o s p 'i t
inhòspita	i n 'ɔ s p i t ə	i n o s p 'i t ə
macɾohistòɾia	m ə k ɾ o i s t 'ɔ ɾ i ə	m ə k ɾ o i s t o ɾ 'i ə
