A	'ə	ə
xifratge	ʃ i f ɾ 'a d ʒ ə	ʃ i f ɾ 'a dʒ ə
xistorra	ʃ i s t 'ɔ r ə	ʃ i s t 'o r ə
xitxarra	ʃ i t ʃ 'a r ə	ʃ i tʃ 'a r ə
xítxero	ʃ 'i t ʃ ə ɾ o	ʃ 'i tʃ ə ɾ o
xou	ʃ 'ɔ w	ʃ 'o w
xous	ʃ 'ɔ w s	ʃ 'o w s
zebra	z 'e β ɾ ə	z 'ə β ɾ ə
zirconi	z i ɾ k 'ɔ n i	z i ɾ k 'o n i
de	d 'ə	d ə
que	k 'ə	k ə
la	l 'ə	l ə
i	'i	i
a	'ə	ə
el	'ə l	ə l
un	'u n	u n
en	'ə n	ə n
les	l 'ə s	l ə s
els	'ə l s	ə l s
del	d 'ə l	d ə l
amb	'ə m	ə m b
al	'ə l	ə l
es	'ə s	ə s
com	k 'ɔ m	k 'o m
El	'ə l	ə l
dels	d 'ə l s	d ə l s
hi	'i	i
La	l 'ə	l ə
o	'ɔ	'o
si	s 'i	s i
em	'ə m	ə m
li	l 'i	l i
tot	t 'o t	t 'ɔ t
seva	s 'e v ə	s 'ə v ə
ens	'ə n s	ə n s
A	'ə	ə
sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
vaig	v 'a t ʃ	v 'a j
En	'ə n	ə n
Si	s 'i	s i
sense	s 'e n s ə	s 'ə n s ə
ho	'o	o
res	r 'ɛ s	r 'ə s
De	d 'ə	d ə
pel	p 'ə l	p ə l
tots	t 'o t s	t 'ɔ t s
entre	'e n t ɾ ə	'ə n t ɾ ə
meva	m 'e v ə	m 'ə v ə
sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
I	'i	i
he	'e	'ɛ
us	'u s	u s
uns	'u n s	u n s
hem	'ə m	'ɛ m
cosa	k 'ɔ z ə	k 'o z ə
seves	s 'e v ə s	s 'ə v ə s
se	s 'ə	s ə
Un	'u n	u n
Les	l 'ə s	l ə s
sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Em	'ə m	ə m
tota	t 'o t ə	t 'ɔ t ə
et	'ə t	ə t
mentre	m 'e n t ɾ ə	m 'ə n t ɾ ə
Es	'ə s	ə s
poder	p o ð 'ə	p o ð 'e
Al	'ə l	ə l
hores	'ɔ ɾ ə s	'o ɾ ə s
totes	t 'o t ə s	t 'ɔ t ə s
coses	k 'ɔ z ə s	k 'o z ə s
Hi	'i	i
Com	k 'ɔ m	k 'o m
dona	d 'ɔ n ə	d 'o n ə
haver	ə v 'ə	ə v 'e
tenen	t 'e n ə n	t 'ə n ə n
Li	l 'i	l i
Amb	'ə m	ə m b
nens	n 'ə n s	n 'e n s
centre	s 'e n t ɾ ə	s 'ə n t ɾ ə
sota	s 'o t ə	s 'ɔ t ə
ben	b 'e n	b 'ə n
pels	p 'ə l s	p ə l s
molts	m 'o l s	m 'o l t s
contra	k 'o n t ɾ ə	k 'ɔ n t ɾ ə
saber	s ə β 'ə	s ə β 'e
mig	m 'i t ʃ	m 'i k
cotxe	k 'o t ʃ o	k 'ɔ tʃ ə
missatge	m i s 'a d ʒ ə	m i s 'a dʒ ə
Ho	'o	o
moltes	m 'o l t ə s	m 'ɔ l t ə s
mateixa	m ə t 'e ʃ ə	m ə t 'ɛ ʃ ə
eren	'e ɾ ə n	'ɛ ɾ ə n
mes	m 'e s	m 'ə s
Queden	k 'e ð ə n	k 'ɛ ð ə n
podem	p o ð 'ə m	p o ð 'ɛ m
mort	m 'ɔ ɾ t	m 'o ɾ t
desitja	d ə z 'i d ʒ ə	d ə z 'i dʒ ə
forma	f 'o ɾ m ə	f 'ɔ ɾ m ə
fora	f 'ɔ ɾ ə	f 'o ɾ ə
home	'ɔ m o	'ɔ m ə
ve	v 'e	v 'ə
missatges	m i s 'a d ʒ ə s	m i s 'a dʒ ə s
estem	ə s t 'ə m	ə s t 'ɛ m
trenta	t ɾ 'ə n t ə	t ɾ 'e n t ə
sento	s 'e n t o	s 'ɛ n t o
He	'e	'ɛ
hora	'ɔ ɾ ə	ə ɾ ə
Vaig	v 'a t ʃ	v 'a j
Tot	t 'o t	t 'ɔ t
darrere	d ə r 'e ɾ ə	d ə r 'ə ɾ ə
teva	t 'e v ə	t 'ə v ə
grups	g ɾ 'u t s	g ɾ 'u p s
Llobregat	ʎ o β ɾ ə ɣ 'a t	ʎ u β ɾ ə ɣ 'a t
tretze	t ɾ 'e d z ə	t ɾ 'ə d z ə
tema	t 'e m ə	t 'ɛ m ə
fitxers	f i t ʃ 'e s	f i tʃ 'e s
viatge	v i 'a d ʒ ə	v i 'a dʒ ə
molta	m 'o l t ə	m 'ɔ l t ə
dotze	d 'o d z ə	d 'ɔ d z ə
dones	d 'ɔ n ə s	d 'o n ə s
queda	k 'e ð ə	k 'ə ð ə
noi	n 'ɔ j	n 'o i
fort	f 'ɔ ɾ t	f 'o ɾ t
Ens	'ə n s	ə n s
llengua	ʎ 'e ŋ g w ə	ʎ 'ɛ ŋ g w ə
conèixer	k o n 'ə ʃ ə	k o n 'ɛ ʃ ə
segle	s 'e g g l ə	s 'ə ɣ l ə
Tots	t 'o t s	t 'ɔ t s
fitxer	f i t ʃ 'e	f i tʃ 'e
Que	k 'ə	k ə
viatjo	v i 'a d ʒ o	v i 'a dʒ o
jove	ʒ 'o v ə	ʒ 'ɔ v ə
catorze	k ə t 'o ɾ z ə	k ə t 'ɔ ɾ z ə
Mentre	m 'e n t ɾ ə	m 'ə n t ɾ ə
joves	ʒ 'o v ə s	ʒ 'ɔ v ə s
Sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
imatges	i m 'a d ʒ ə s	i m 'a dʒ ə s
fem	f 'ə m	f 'ɛ m
faig	f 'a t ʃ	f 'a tʃ
anem	ə n 'ə m	ə n 'ɛ m
projecte	p ɾ o ʒ 'ɛ t t ə	p ɾ o ʒ 'ə t t ə
meves	m 'e v ə s	m 'ɛ v ə s
viatjar	v i ə d ʒ 'a	v i ə dʒ 'a
sabem	s ə β 'ə m	s ə β 'ɛ m
mitjançant	m i d ʒ ə n s 'a n t	m i dʒ ə n s 'a n t
mitjans	m i d ʒ 'a n s	m i dʒ 'a n s
imatge	i m 'a d ʒ ə	i m 'a dʒ ə
boca	b 'o k ə	b 'ɔ k ə
temes	t 'e m ə s	t 'ɛ m ə s
tecla	t 'e k l ə	t 'ɛ k l ə
sèrie	s 'ɛ ɾ i ə	s 'ə ɾ i ə
homes	'ɔ m ə s	'o m ə s
centres	s 'e n t ɾ ə s	s 'ə n t ɾ ə s
Lleida	ʎ 'e j ð ə	ʎ 'ə j ð ə
tens	t 'ə n s	t 'e n s
peix	p 'e ʃ	p 'ɛ ʃ
malgrat	m ə l ɣ ɾ 'a t	m ə l g ɾ 'a t
maig	m 'a t ʃ	m 'a tʃ
trens	t ɾ 'ə n s	t ɾ 'e n s
preferències	p ɾ ə f ə ɾ 'ɛ n s i ə s	p ɾ ə f ə ɾ 'ə n s i ə s
mitjà	m i d ʒ 'a	m i dʒ 'a
silenci	s i l 'ɛ n s i	s i l 'ə n s i
aspectes	ə s p 'ɛ t t ə s	ə s p 'ə t t ə s
volem	v o l 'ə m	v o l 'ɛ m
fes	f 'e s	f 'ə s
curs	k 'u s	k 'u ɾ s
torna	t 'o ɾ n ə	t 'ɔ ɾ n ə
suport	s u p 'ɔ ɾ t	s u p 'o ɾ t
queden	k 'e ð ə n	k 'ɛ ð ə n
peixos	p 'e ʃ o s	p 'ɛ ʃ o s
junts	ʒ 'u n s	ʒ 'u n t s
haig	'a t ʃ	'a tʃ
foto	f 'o t o	f 'ɔ t o
Podem	p o ð 'ə m	p o ð 'ɛ m
Pere	p 'e ɾ ə	p 'ə ɾ ə
O	'ɔ	'o
presència	p ɾ ə z 'ɛ n s i ə	p ɾ ə z 'ə n s i ə
etcètera	ə t s 'ɛ t ə ɾ ə	ə t s 'ə t ə ɾ ə
dòlars	d 'ɔ l ə s	d 'ɔ l ə ɾ s
conte	k 'o n t ə	k 'ɔ n t ə
platja	p l 'a d ʒ ə	p l 'a dʒ ə
me'n	m ə n	m 'ə n
crèdit	k ɾ 'ɛ ð i t	k ɾ 'ə ð i t
bossa	b 'o s ə	b 'ɔ s ə
Malgrat	m ə l ɣ ɾ 'a t	m ə l g ɾ 'a t
Hem	'ə m	'ɛ m
Entre	'e n t ɾ ə	'ə n t ɾ ə
referència	r ə f ə ɾ 'ɛ n s i ə	r ə f ə ɾ 'ə n s i ə
pedra	p 'e ð ɾ ə	p 'ə ð ɾ ə
passatgers	p ə s ə d ʒ 'e s	p ə s ə dʒ 'e s
paisatge	p ə j z 'a d ʒ ə	p ə j z 'a dʒ ə
nois	n 'ɔ j s	n 'o i s
mètode	m 'ɛ t o ð ə	m 'ə t o ð ə
mitja	m 'i d ʒ ə	m 'i dʒ ə
gens	ʒ 'ə n s	ʒ 'e n s
formes	f 'o ɾ m ə s	f 'ɔ ɾ m ə s
cotxes	k 'o t ʃ ə s	k 'ɔ tʃ ə s
compra	k 'o m p ɾ ə	k 'ɔ m p ɾ ə
Us	'u s	u s
Montse	m 'o n s ə	m 'ɔ n s ə
respecte	r ə s p 'ɛ t t ə	r ə s p 'ə t t ə
personatges	p ə ɾ s o n 'a d ʒ ə s	p ə ɾ s o n 'a dʒ ə s
parts	p 'a ɾ s	p 'a ɾ t s
me	m 'ə	m ə
mateixos	m ə t 'e ʃ o s	m ə t 'ɛ ʃ o s
gossos	g 'o s o s	g 'ɔ s o s
Pel	p 'ə l	p ə l
Et	'ə t	ə t
Anem	ə n 'ə m	ə n 'ɛ m
volen	v 'o l ə n	v 'ɔ l ə n
plens	p l 'ə n s	p l 'e n s
pitjor	p i d ʒ 'o	p i dʒ 'o
personatge	p ə ɾ s o n 'a d ʒ ə	p ə ɾ s o n 'a dʒ ə
farem	f ə ɾ 'ə m	f ə ɾ 'ɛ m
diverses	d i v 'ɛ ɾ s ə s	d i v 'ə ɾ s ə s
dimecres	d i m 'e k ɾ ə s	d i m 'ə k ɾ ə s
deixen	d 'e ʃ ə n	d 'ə ʃ ə n
Sense	s 'e n s ə	s 'ə n s ə
Desitja	d ə z 'i d ʒ ə	d ə z 'i dʒ ə
Desitja	d ə z 'i d ʒ ə	d ə z 'i dʒ ə
transport	t ɾ ə n s p 'ɔ ɾ t	t ɾ ə n s p 'o ɾ t
processos	p ɾ o s 'e s o s	p ɾ o s 'ə s o s
pedres	p 'e ð ɾ ə s	p 'ə ð ɾ ə s
desig	d ə z 'i t ʃ	d ə z 'i k
cerca	s 'ɛ ɾ k ə	s 'ə ɾ k ə
recerca	r ə s 'ɛ ɾ k ə	r ə s 'ə ɾ k ə
matèria	m ə t 'ɛ ɾ i ə	m ə t 'ə ɾ i ə
fosca	f 'o s k ə	f 'ɔ s k ə
fer-ho	f 'e ɾ o	f 'ɛ ɾ o
entendre	ə n t 'e n d ɾ ə	ə n t 'ə n d ɾ ə
dolça	d 'o l s ə	d 'ɔ l s ə
diferències	d i f ə ɾ 'ɛ n s i ə s	d i f ə ɾ 'ə n s i ə s
defecte	d ə f 'ɛ t t ə	d ə f 'ə t t ə
ves	v 'e s	v 'ə s
torno	t 'o ɾ n o	t 'ɔ ɾ n o
sistemes	s i s t 'e m ə s	s i s t 'ɛ m ə s
metges	m 'e d ʒ ə s	m 'ə dʒ ə s
formen	f 'o ɾ m ə n	f 'ɔ ɾ m ə n
conseqüència	k o n s ə k w 'ɛ n s i ə	k o n s ə k w 'ə n s i ə
boig	b 'ɔ t ʃ	b 'ɔ tʃ
aspecte	ə s p 'ɛ t t ə	ə s p 'ə t t ə
aparèixer	ə p ə ɾ 'ə ʃ ə	ə p ə ɾ 'ɛ ʃ ə
València	v ə l 'ɛ n s i ə	v ə l 'ə n s i ə
Montserrat	m o n s ə r 'a t	m o n t s ə r 'a t
i	'i	i
viatges	v i 'a d ʒ ə s	v i 'a dʒ ə s
vespre	v 'e s p ɾ ə	v 'ə s p ɾ ə
sabent	s ə β 'ɛ n t	s ə β 'e n t
reforma	r ə f 'o ɾ m ə	r ə f 'ɔ ɾ m ə
quedo	k 'e ð o	k 'ə ð o
projectes	p ɾ o ʒ 'ɛ t t ə s	p ɾ o ʒ 'ə t t ə s
llenguatge	ʎ ə ŋ g w 'a d ʒ ə	ʎ ə ŋ g w 'a dʒ ə
equips	ə k 'i t s	ə k 'i p s
doble	d 'o b b l ə	d 'ɔ b b l ə
disposen	d i s p 'o z ə n	d i s p 'ɔ z ə n
diferència	d i f ə ɾ 'ɛ n s i ə	d i f ə ɾ 'ə n s i ə
consciència	k o n t s i 'ɛ n s i ə	k o n t s i 'ə n s i ə
Moltes	m 'o l t ə s	m 'ɔ l t ə s
Als	'ə l s	ə l s
època	'ɛ p o k ə	'ə p o k ə
A	'ə	ə
voler	v o l 'ə	v o l 'e
reconèixer	r ə k o n 'ə ʃ ə	r ə k o n 'ɛ ʃ ə
paciència	p ə s i 'ɛ n s i ə	p ə s i 'ə n s i ə
butxaca	b u t ʃ 'a k ə	b u tʃ 'a k ə
bombes	b 'o m b ə s	b 'ɔ m b ə s
Soc	s 'o k	s 'ɔ k
èpoques	'ɛ p o k ə s	'ə p o k ə s
transports	t ɾ ə n s p 'ɔ ɾ s	t ɾ ə n s p 'o ɾ t s
trajecte	t ɾ ə ʒ 'ɛ t t ə	t ɾ ə ʒ 'ə t t ə
teves	t 'e v ə s	t 'ə v ə s
seqüència	s ə k w 'ɛ n s i ə	s ə k w 'ə n s i ə
quarts	k w 'a ɾ s	k w 'a ɾ t s
presenten	p ɾ ə z 'e n t ə n	p ɾ ə z 'ə n t ə n
parlem	p ə ɾ l 'ə m	p ə ɾ l 'ɛ m
ordre	'o ɾ ð ɾ ə	'ɔ ɾ ð ɾ ə
mitjana	m i d ʒ 'a n ə	m i dʒ 'a n ə
marcs	m 'a ɾ t s	m 'a ɾ s s
fotos	f 'o t o s	f 'ɔ t o s
esport	ə s p 'ɔ ɾ t	ə s p 'o ɾ t
donem	d o n 'ə m	d o n 'ɛ m
despatx	d ə s p 'a t ʃ	d ə s p 'a tʃ
deixo	d 'e ʃ o	d 'ɛ ʃ o
capsa	k 'a t s ə	k 'a s ə
acabem	ə k ə β 'ə m	ə k ə β 'ɛ m
Viatjo	v i 'a d ʒ o	v i 'a dʒ o
Sento	s 'e n t o	s 'ɛ n t o
Faig	f 'a t ʃ	f 'a tʃ
Conca	k 'o ŋ k ə	k 'ɔ ŋ k ə
sentin	s 'e n t i n	s 'ɛ n t i n
segles	s 'e g g l ə s	s 'ə ɣ l ə s
representen	r ə p ɾ ə z 'e n t ə n	r ə p ɾ ə z 'ə n t ə n
regles	r 'e g g l ə s	r 'ə ɣ l ə s
pèl	p 'ə l	p 'ɛ l
provoca	p ɾ o v 'o k ə	p ɾ o v 'ɔ k ə
premsa	p ɾ 'e n s ə	p ɾ 'ɛ n s ə
port	p 'ɔ ɾ t	p 'o ɾ t
metge	m 'e d ʒ ə	m 'ə dʒ ə
immens	i m m 'ə n s	i m m 'e n s
enorme	ə n 'o ɾ m ə	ə n 'ɔ ɾ m ə
elfs	'ɛ l t s	'ɛ l s
conceptes	k o n s 'ɛ t t ə s	k o n s 'ə t t ə s
comencem	k o m ə n s 'ə m	k o m ə n s 'ɛ m
caminem	k ə m i n 'ə m	k ə m i n 'ɛ m
atendre	ə t 'e n d ɾ ə	ə t 'ə n d ɾ ə
Uns	'u n s	u n s
Totes	t 'o t ə s	t 'ɔ t ə s
Boi	b 'ɔ j	b 'o i
Com	k 'ɔ m	k 'o m
varem	v ə ɾ 'ə m	v ə ɾ 'ɛ m
ull	'u j	'u ʎ
tornes	t 'o ɾ n ə s	t 'ɔ ɾ n ə s
tinguessin	t i ŋ g 'e s i n	t i ŋ g 'ə s i n
sèries	s 	s 'ə ɾ i ə s
saps	s 'a t s	s 'a p s
pèls	p 'ə l s	p 'ɛ l s
portem	p o ɾ t 'ə m	p o ɾ t 'ɛ m
passatger	p ə s ə d ʒ 'e	p ə s ə dʒ 'e
mots	m 'o t s	m 'ɔ t s
moto	m 'o t o	m 'ɔ t o
mot	m 'o t	m 'ɔ t
m'hi	m i	m 'i
llicència	ʎ i s 'ɛ n s i ə	ʎ i s 'ə n s i ə
llest	ʎ 'e s t	ʎ 'ə s t
llengües	ʎ 'e ŋ g w ə s	ʎ 'ɛ ŋ g w ə s
fitxes	f 'i t ʃ ə s	f 'i tʃ ə s
enmig	ə m m 'i t ʃ	ə m m 'i k
efectes	ə f 'ɛ t t ə s	ə f 'ə t t ə s
contes	k 'o n t ə s	k 'ɔ n t ə s
concepte	k o n s 'ɛ t t ə	k o n s 'ə t t ə
arribarem	ə r i β ə ɾ 'ə m	ə r i β ə ɾ 'ɛ m
Tremp	t ɾ 'e m p	t ɾ 'ɛ m p
Pesa	p 'e z ə	p 'ə z ə
Molts	m 'o l s	m 'o l t s
Fes	f 'e s	f 'ə s
En	'ə n	ə n
violència	v i o l 'ɛ n s i ə	v i o l 'ə n s i ə
transparència	t ɾ ə n s p ə ɾ 'ɛ n s i ə	t ɾ ə n s p ə ɾ 'ə n s i ə
transferència	t ɾ ə n s f ə ɾ 'ɛ n s i ə	t ɾ ə n s f ə ɾ 'ə n s i ə
raig	r 'a t ʃ	r 'a tʃ
presidència	p ɾ ə z i ð 'ɛ n s i ə	p ɾ ə z i ð 'ə n s i ə
plataforma	p l ə t ə f 'o ɾ m ə	p l ə t ə f 'ɔ ɾ m ə
peatges	p e 'a d ʒ ə s	p e 'a dʒ ə s
morts	m 'ɔ ɾ s	m 'o ɾ t s
mitjanit	m i d ʒ ə n 'i t	m i dʒ ə n 'i t
menja	m 'e n ʒ ə	m 'ə n ʒ ə
mateixes	m ə t 'e ʃ ə s	m ə t 'ɛ ʃ ə s
intento	i n t 'e n t o	i n t 'ɛ n t o
intenten	i n t 'e n t ə n	i n t 'ə n t ə n
formatge	f o ɾ m 'a d ʒ ə	f o ɾ m 'a dʒ ə
fitxers	f i t ʃ 'e s	f i tʃ 'e s
fantasia	f ə n t ə z 'i ə	f ə n t ə s 'i ə
estranjs	ə s t ɾ 'a j n s	ə s t ɾ 'a ɲ s
entren	'e n t ɾ ə n	'ə n t ɾ ə n
enormes	ə n 'o ɾ m ə s	ə n 'ɔ ɾ m ə s
corre	k 'o r ə	k 'ɔ r ə
coratge	k o ɾ 'a d ʒ ə	k o ɾ 'a dʒ ə
copes	k 'o p ə s	k 'ɔ p ə s
competències	k o m p ə t 'ɛ n s i ə s	k o m p ə t 'ə n s i ə s
ciència	s i 'ɛ n s i ə	s i 'ə n s i ə
Torna	t 'o ɾ n ə	t 'ɔ ɾ n ə
Eren	'e ɾ ə n	'ɛ ɾ ə n
Antoni	ə n t 'ɔ n i	ə n t 'o n i
vulguem	v u l ɣ 'ə m	v u l ɣ 'ɛ m
vivendes	v i v 'e n d ə s	v i v 'ə n d ə s
vivenda	v i v 'e n d ə	v i v 'ə n d ə
txa	t ʃ 'a	tʃ 'a
trobem	t ɾ o β 'ə m	t ɾ o β 'ɛ m
tornen	t 'o ɾ n ə n	t 'ɔ ɾ n ə n
tindrem	t i n d ɾ 'ə m	t i n d ɾ 'ɛ m
residència	r ə z i ð 'ɛ n s i ə	r ə z i ð 'ə n s i ə
repte	r 'ɛ t t ə	r 'ə t t ə
reportatge	r ə p o ɾ t 'a d ʒ ə	r ə p o ɾ t 'a dʒ ə
puguem	p u ɣ 'ə m	p u ɣ 'ɛ m
preguntem	p ɾ ə ɣ u n t 'ə m	p ɾ ə ɣ u n t 'ɛ m
podrem	p o ð ɾ 'ə m	p o ð ɾ 'ɛ m
plantegem	p l ə n t ə ʒ 'ə m	p l ə n t ə ʒ 'ɛ m
perfecte	p ə ɾ f 'ɛ t t ə	p ə ɾ f 'ə t t ə
neboda	n ə β 'o ð ə	n ə β 'ɔ ð ə
mitjons	m i d ʒ 'o n s	m i dʒ 'o n s
lo	l 'o	l o
llop	ʎ 'o p	ʎ 'ɔ p
llagosta	ʎ ə ɣ 'o s t ə	ʎ ə ɣ 'ɔ s t ə
intens	i n t 'ə n s	i n t 'e n s
incidències	i n s i ð 'ɛ n s i ə s	i n s i ð 'ə n s i ə s
impotència	i m p o t 'ɛ n s i ə	i m p o t 'ə n s i ə
herois	ə ɾ 'ɔ j s	ə ɾ 'o i s
habitatges	ə β i t 'a d ʒ ə s	ə β i t 'a dʒ ə s
gotes	g 'o t ə s	g 'ɔ t ə s
gota	g 'o t ə	g 'ɔ t ə
glop	g l 'o p	g l 'ɔ p
fosques	f 'o s k ə s	f 'ɔ s k ə s
fixes	f 'i t s ə s	f 'i ʃ ə s
fetge	f 'e d ʒ ə	f 'ə dʒ ə
feix	f 'e ʃ	f 'ɛ ʃ
esports	ə s p 'ɔ ɾ s	ə s p 'o ɾ t s
endarrere	ə n d ə r 'e ɾ ə	ə n d ə r 'ə ɾ ə
encendre	ə n s 'e n d ɾ ə	ə n s 'ə n d ɾ ə
donen	d 'o n ə n	d 'ɔ n ə n
domèstic	d o m 'ɛ s t i k	d o m 'ə s t i k
disposem	d i s p o z 'ə m	d i s p o z 'ɛ m
dimonis	d i m 'ɔ n i s	d i m 'o n i s
descens	d ə t s 'ə n s	d ə t s 'e n s
demanem	d ə m ə n 'ə m	d ə m ə n 'ɛ m
creix	k ɾ 'e ʃ	k ɾ 'ɛ ʃ
corbes	k 'o ɾ β ə s	k 'ɔ ɾ β ə s
concerts	k o n s 'ɛ ɾ s	k o n s 'ɛ ɾ t s
compro	k 'o m p ɾ o	k 'ɔ m p ɾ o
argument	ə ɾ ɣ u m 'e n t	a ɾ ɣ u m 'e n t
anirem	ə n i ɾ 'ə m	ə n i ɾ 'ɛ m
aliment	ə l i m 'e n t	a l i m 'e n t
agenda	ə ʒ 'e n d ə	ə ʒ 'ə n d ə
acceptem	ə t s ə t t 'ə m	ə t s ə t t 'ɛ m
Sitges	s 'i d ʒ ə s	s 'i dʒ ə s
Respecte	r ə s p 'ɛ t t ə	r ə s p 'ə t t ə
Res	r 'ɛ s	r 'ə s
Palència	p ə l 'ɛ n s i ə	p ə l 'ə n s i ə
Londres	l 'o n d ɾ ə s	l 'ɔ n d ɾ ə s
Intento	i n t 'e n t o	i n t 'ɛ n t o
Imatge	i m 'a d ʒ ə	i m 'a dʒ ə
Horts	'ɔ ɾ s	ə ɾ t s
Deixo	d 'e ʃ o	d 'ɛ ʃ o
o	'ɔ	'o
txec	t ʃ 'ɛ k	tʃ 'ɛ k
tinguem	t i ŋ g 'ə m	t i ŋ g 'ɛ m
testimonis	t ə s t i m 'ɔ n i s	t ə s t i m 'o n i s
te	t 'ə	t ə
sencera	s ə n s 'ə ɾ ə	s ə n s 'e ɾ ə
retrobo	r ə t ɾ 'o β o	r ə t ɾ 'ɔ β o
renda	r 'e n d ə	r 'ə n d ə
rebutjar	r ə β u d ʒ 'a	r ə β u dʒ 'a
pensem	p ə n s 'ə m	p ə n s 'ɛ m
parer	p ə ɾ 'ə	p ə ɾ 'e
oberts	o β 'ɛ ɾ s	o β 'ɛ ɾ t s
neix	n 'e ʃ	n 'ɛ ʃ
missatgeria	m i s ə d ʒ ə ɾ 'i ə	m i s ə dʒ ə ɾ 'i ə
menjo	m 'e n ʒ o	m 'ə n ʒ o
mantenen	m ə n t 'e n ə n	m ə n t 'ə n ə n
lleixa	ʎ 'e ʃ ə	ʎ 'ɛ ʃ ə
indiferència	i n d i f ə ɾ 'ɛ n s i ə	i n d i f ə ɾ 'ə n s i ə
independència	i n d ə p ə n d 'ɛ n s i ə	i n d ə p ə n d 'ə n s i ə
grega	g ɾ 'ə ɣ ə	g ɾ 'ɛ ɣ ə
goig	g 'ɔ t ʃ	g 'ɔ tʃ
foscos	f 'o s k o s	f 'ɔ s k o s
forts	f 'ɔ ɾ s	f 'o ɾ t s
foren	f 'o ɾ ə n	f 'ɔ ɾ ə n
fixa	f 'i t s ə	f 'i ʃ ə
fitxa	f 'i t ʃ ə	f 'i tʃ ə
esperen	ə s p 'e ɾ ə n	ə s p 'ɛ ɾ ə n
dutxa	d 'u t ʃ ə	d 'u tʃ ə
dimoni	d i m 'ɔ n i	d i m 'o n i
desaparèixer	d ə z ə p ə ɾ 'ə ʃ ə	d ə z ə p ə ɾ 'ɛ ʃ ə
corren	k 'o r ə n	k 'ɔ r ə n
conseqüències	k o n s ə k w 'ɛ n s i ə s	k o n s ə k w 'ə n s i ə s
comparseros	k o m p ə ɾ s 'e ɾ o s	k o m p ə ɾ s 'ɛ ɾ o s
celebra	s ə l 'e β ɾ ə	s ə l 'ə β ɾ ə
bars	b 'a s	b 'a ɾ s
acadèmic	ə k ə ð 'ɛ m i k	ə k ə ð 'ə m i k
Volen	v 'o l ə n	v 'ɔ l ə n
Volem	v o l 'ə m	v o l 'ɛ m
Tens	t 'ə n s	t 'e n s
Sota	s 'o t ə	s 'ɔ t ə
Preferències	p ɾ ə f ə ɾ 'ɛ n s i ə s	p ɾ ə f ə ɾ 'ə n s i ə s
Pontevedra	p o n t ə v 'e ð ɾ ə	p o n t ə v 'ə ð ɾ ə
Pels	p 'ə l s	p ə l s
Menjo	m 'e n ʒ o	m 'ə n ʒ o
Home	'ɔ m o	'ɔ m ə
Estem	ə s t 'ə m	ə s t 'ɛ m
Centre	s 'e n t ɾ ə	s 'ə n t ɾ ə
volent	v o l 'ɛ n t	v o l 'e n t
vehemència	v ə ə m 'ɛ n s i ə	v ə ə m 'ə n s i ə
tètric	t 'ɛ t ɾ i k	t 'ə t ɾ i k
transforma	t ɾ ə n s f 'o ɾ m ə	t ɾ ə n s f 'ɔ ɾ m ə
tragèdia	t ɾ ə ʒ 'ɛ ð i ə	t ɾ ə ʒ 'ə ð i ə
tornarem	t o ɾ n ə ɾ 'ə m	t o ɾ n ə ɾ 'ɛ m
tonto	t 'o n t o	t 'ɔ n t o
testimoni	t ə s t i m 'ɔ n i	t ə s t i m 'o n i
tendència	t ə n d 'ɛ n s i ə	t ə n d 'ə n s i ə
tecles	t 'e k l ə s	t 'ɛ k l ə s
sortirem	s o ɾ t i ɾ 'ə m	s o ɾ t i ɾ 'ɛ m
sofre	s 'o f ɾ ə	s 'ɔ f ɾ ə
sistema	s i s t 'e m ə	s i s t 'ɛ m ə
silencis	s i l 'ɛ n s i s	s i l 'ə n s i s
sencer	s ə n s 'ə	s ə n s 'e
ronda	r 'o n d ə	r 'ɔ n d ə
ressona	r ə s 'ɔ n ə	r ə s 'o n ə
rere	r 'e ɾ ə	r 'ə ɾ ə
reformes	r ə f 'o ɾ m ə s	r ə f 'ɔ ɾ m ə s
recorre	r ə k 'o r ə	r ə k 'ɔ r ə
punjs	p 'u j n s	p 'u ɲ s
proposem	p ɾ o p o z 'ə m	p ɾ o p o z 'ɛ m
procedències	p ɾ o s ə ð 'ɛ n s i ə s	p ɾ o s ə ð 'ə n s i ə s
prestatges	p ɾ ə s t 'a d ʒ ə s	p ɾ ə s t 'a dʒ ə s
prestatgeries	p ɾ ə s t ə d ʒ ə ɾ 'i ə s	p ɾ ə s t ə dʒ ə ɾ 'i ə s
presses	p ɾ 'e s ə s	p ɾ 'ə s ə s
presento	p ɾ ə z 'e n t o	p ɾ ə z 'ə n t o
ports	p 'ɔ ɾ s	p 'o ɾ t s
ponència	p o n 'ɛ n s i ə	p o n 'ə n s i ə
poguessin	p o ɣ 'e s i n	p o ɣ 'ə s i n
pixels	p i ʃ 'ɛ l s	p i z 'ɛ l s
pitjors	p i d ʒ 'o s	p i dʒ 'o s
penja	p 'e n ʒ ə	p 'ə n ʒ ə
pengen	p 'e n ʒ ə n	p 'ə n ʒ ə n
passaport	p ə s ə p 'ɔ ɾ t	p ə s ə p 'o ɾ t
ordres	'o ɾ ð ɾ ə s	'ɔ ɾ ð ɾ ə s
