A	'ə	 ə 
rebuig	r ə β 'u t ʃ	 r ə β 'u ʃ 
procediment	p ɾ o s ə ð i m 'e n t	 p ɾ u s ə ð i m 'e n t 
pop	p 'o p	 p 'ɔ p 
pesants	p ə z 'a n s	 p ə z 'a n t s 
ombra	'o m b ɾ ə	 'ɔ m b ɾ ə 
oi	'ɔ j	 'o i 
nèctar	n 'ə t t ə	 n ə t t 'a 
nerviosisme	n ə ɾ v i o z 'i z m ə	 n ə ɾ v i o s 'i z m ə 
morro	m 'o r o	 m 'ɔ r o 
mirant-lo	m i ɾ 'a n l o	 m i ɾ 'a n d l o 
manifestants	m ə n i f ə s t 'a n s	 m ə n i f ə s t 'a n t s 
llença	ʎ 'ɛ n s ə	 ʎ 'e n s ə 
lleixes	ʎ 'e ʃ ə s	 ʎ 'ə ʃ ə s 
irrompre	i r 'o m p ɾ ə	 i r 'ɔ m p ɾ ə 
indústria	i n d 'u s t ɾ i ə	 i n d u s t ɾ 'i ə 
habitants	ə β i t 'a n s	 ə β i t 'a n t s 
franctirador	f ɾ ə ŋ t t i ɾ ə ð 'o	 f ɾ ə n s t i ɾ ə ð 'o 
fortuna	f o ɾ t 'u n ə	 f u ɾ t 'u n ə 
forcés	f o ɾ s 'e s	 f u ɾ s 'e s 
fongs	f 'o ŋ s	 f 'o ŋ g s 
fonda	f 'o n d ə	 f 'ɔ n d ə 
fleca	f l 'ɛ k ə	 f l 'ə k ə 
feble	f 'e b b l ə	 f 'ə b b l ə 
estratègies	ə s t ɾ ə t 'ə ʒ i ə s	 ə s t ɾ ə t 'ɛ ʒ i ə s 
esglésies	ə z ɣ l 'e z i ə s	 ə z ɣ l ə z 'i ə s 
elegants	ə l ə ɣ 'a n s	 ə l ə ɣ 'a n t s 
distendre	d i s t 'e n d ɾ ə	 d i s t 'ɛ n d ɾ ə 
deshidratades	d ə s i ð ɾ ə t 'a ð ə s	 d ə z i ð ɾ ə t 'a ð ə s 
cuidar	k u j ð 'a	 k u i ð 'a 
creuen	k ɾ 'ə w ə n	 k ɾ 'ɛ w ə n 
corro	k 'o r o	 k 'ɔ r o 
copa	k 'o p ə	 k 'ɔ p ə 
concentren	k o n s 'e n t ɾ ə n	 k o n s 'ə n t ɾ ə n 
compres	k 'o m p ɾ ə s	 k 'ɔ m p ɾ ə s 
catorzè	k ə t o ɾ z 'ə	 k ə t u ɾ z 'ə 
arruinats	ə r u j n 'a t s	 ə r u i n 'a t s 
alineats	ə l i n e 'a t s	 ə l i n ə 'a t s 
afronta	ə f ɾ 'o n t ə	 ə f ɾ 'ɔ n t ə 
adonant-se	ə ð o n 'a n s ə	 ə ð o n 'a n t s ə 
accepten	ə t s 'ɛ t t ə n	 ə t s 'ə t t ə n 
absort	ə t s 'ɔ ɾ t	 ə t s 'o ɾ t 
Ui	'u j	 'u i 
Tota	t 'o t ə	 t 'ɔ t ə 
Sistema	s i s t 'e m ə	 s i s t 'ə m ə 
Ronda	r 'o n d ə	 r 'ɔ n d ə 
Queda	k 'e ð ə	 k 'ə ð ə 
Port	p 'ɔ ɾ t	 p 'o ɾ t 
Grècia	g ɾ 'ə s i ə	 g ɾ 'ɛ s i ə 
Ginebra	ʒ i n 'e β ɾ ə	 ʒ i n 'ə β ɾ ə 
Foment	f o m 'e n t	 f u m 'e n t 
ètniques	'ə n n i k ə s	 'ɛ n n i k ə s 
ètnica	'ə n n i k ə	 'ɛ n n i k ə 
ètnic	'ə n n i k	 'ɛ n n i k 
que	k 'ə	 k ə 
Que	k 'ə	 k ə 
La	l 'ə	 l ə 
En	'ə n	 ə n 
xopa	ʃ 'o p ə	 ʃ 'ɔ p ə 
xop	ʃ 'o p	 ʃ 'ɔ p 
whiskys	b 'i s k i s	 ə 'i s j n s 
vuitens	v u j t 'ə n s	 v u i t 'e n s 
vuitena	v u j t 'ə n ə	 v u i t 'ə n ə 
virtuoses	v i ɾ t u 'o z ə s	 v i ɾ t u 'o s ə s 
vingueren	v i ŋ g 'e ɾ ə n	 v i ŋ g 'ɛ ɾ ə n 
vespres	v 'e s p ɾ ə s	 v 'ə s p ɾ ə s 
valoren	v ə l 'o ɾ ə n	 v ə l 'ɔ ɾ ə n 
vagabund	v ə ɣ ə β 'u n t	 v ə ɣ ə β 'u n d 
uniforme	u n i f 'o ɾ m ə	 u n i f 'ɔ ɾ m ə 
tèbia	t 'ə β i ə	 t 'ɛ β i ə 
tèbia	t 'ə β i ə	 t 'ɛ β i ə 
txecs	t ʃ 'ɛ t s	 t ʃ 'ə t s 
tsars	t s 'a s	 ə z 'a s 
tronxos	t ɾ 'o n ʃ o s	 t ɾ 'ɔ n ʃ o s 
treuen	t ɾ 'ə w ə n	 t ɾ 'ɛ w ə n 
trepig	t ɾ ə p 'i t ʃ	 t ɾ ə p 'i ə 
trasplantessin	t ɾ ə s p l ə n t 'e s i n	 t ɾ ə s p l ə n t 'ə s i n 
transmetent-me	t ɾ ə n z m ə t 'e m m ə	 t ɾ ə n z m ə t 'ə n t m ə 
transcorre	t ɾ ə n s k 'o r ə	 t ɾ ə n s k 'ɔ r ə 
traficants	t ɾ ə f i k 'a n s	 t ɾ ə f i k 'a n t s 
tova	t 'o v ə	 t 'ɔ v ə 
totxo	t 'o t ʃ o	 t 'ɔ t ʃ o 
totes	t 'o t ə s	 t 'ɔ t ə s 
tot	t 'o t	 t 'ɔ t 
tossut	t o s 'u t	 t u s 'u t 
tossuda	t o s 'u ð ə	 t u s 'u ð ə 
tortures	t o ɾ t 'u ɾ ə s	 t u ɾ t 'u ɾ ə s 
tortuga	t o ɾ t 'u ɣ ə	 t u ɾ t 'u ɣ ə 
torre	t 'o r ə	 t 'ɔ r ə 
torero	t o ɾ 'e ɾ o	 t o ɾ 'ɛ ɾ o 
torba	t 'o ɾ β ə	 t 'ɔ ɾ β ə 
topen	t 'o p ə n	 t 'ɔ p ə n 
tomba	t 'o m b ə	 t 'ɔ m b ə 
tinguent	t i ŋ g 'e n t	 t i ŋ g w 'e n t 
terrenys	t ə r 'ə j n s	 t ə r 'ə ɲ s 
terraqüi	t ə r 'a k w i	 t ə r 'a k i 
tenyint-lo	t ə ɲ 'i n l o	 t ə ɲ 'i n d l o 
tediosa	t ə ð i 'o z ə	 t ə ð i 'o s ə 
te'm	t ə m	 t 'ə m 
te'l	t ə l	 t 'ɛ l 
tangents	t ə n ʒ 'e n s	 t ə ŋ g 'e n s 
súpers	s 'u p ə s	 s u p 'e s 
successos	s u t s 'e s o s	 s u t s 'ə s o s 
subsidi	s u t s 'i ð i	 s u ə s 'i ð i 
subhasta	s u β 'a s t ə	 s u β i 'a s t ə 
sostinguda	s o s t i ŋ g 'u ð ə	 s u s t i ŋ g 'u ð ə 
sosteniment	s o s t ə n i m 'e n t	 s u s t ə n i m 'e n t 
sospesen	s o s p 'e z ə n	 s o s p 'ə z ə n 
sorrut	s o r 'u t	 s u r 'u t 
sorna	s 'o ɾ n ə	 s 'ɔ ɾ n ə 
sopes	s 'o p ə s	 s 'ɔ p ə s 
sopen	s 'o p ə n	 s 'ɔ p ə n 
sopa	s 'o p ə	 s 'ɔ p ə 
solters	s o l t 'e s	 s u l t 'e s 
sofriment	s o f ɾ i m 'e n t	 s u f ɾ i m 'e n t 
silencioses	s i l ə n s i 'o z ə s	 s i l ə n s i 'o s ə s 
silenciosa	s i l ə n s i 'o z ə	 s i l ə n s i 'o s ə 
servents	s ə ɾ v 'e n s	 s ə ɾ v 'e n t s 
serens	s ə ɾ 'ə n s	 s ə ɾ 'e n s 
ser-ho	s 'e ɾ o	 s 'ɛ ɾ o 
ser-hi	s 'e ɾ i	 s 'ɛ ɾ i 
sents	s 'e n s	 s 'e n t s 
sentis	s 'e n t i s	 s 'ɛ n t i s 
sentint-me	s ə n t 'i m m ə	 s ə n t 'i n t m ə 
senten	s 'e n t ə n	 s 'ə n t ə n 
sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
semblessin	s ə m b l 'e s i n	 s ə m b l 'ə s i n 
seleccionar-ho	s ə l ə t s i o n 'a ɾ o	 s ə l ə t s i o n 'a ɾ i 
seitons	s ə j t 'o n s	 s ə i t 'o n s 
secs	s 'ɛ t s	 s 'ə t s 
sapiens	s ə p i 'ə n s	 s ə p i 'e n s 
salts	s 'a l s	 s 'a l t s 
salpebra	s ə l p 'e β ɾ ə	 s ə l p 'ə β ɾ ə 
sahrauí	s ə ɾ ə w 'i	 s ə ɲ ə w 'i 
rètols	r 'ɛ t o ls	 r 'ə t o l s 
règim	r 'ə ʒ i m	 r 'ɛ ʒ i m 
rugositat	r u ɣ o z i t 'a t	 r u ɣ u z i t 'a t 
rotonda	r o t 'o n d ə	 r o t 'ɔ n d ə 
rosses	r 'o s ə s	 r 'ɔ s ə s 
ronden	r 'o n d ə n	 r 'ɔ n d ə n 
ronca	r 'o ŋ k ə	 r 'ɔ ŋ k ə 
rodejant-ne	r o ð ə ʒ 'a n n ə	 r o ð ə ʒ 'a n n n ə 
retard	r ə t 'a ɾ t	 r ə t 'a ɾ ə 
respecto	r ə s p 'e t t o	 r ə s p 'ɛ t t o 
respectessin	r ə s p ə t t 'e s i n	 r ə s p ə t t 'ə s i n 
resen	r 'e z ə n	 r 'ə z ə n 
res	r 'ɛ s	 r 'ə s 
reptes	r 'ɛ t t ə s	 r 'ə t t ə s 
reproduint-la	r ə p ɾ o ð u 'i n l ə	 r ə p ɾ o ð 'u i n d l ə 
renoven	r ə n 'o v ə n	 r ə n 'ɔ v ə n 
renecs	r ə n 'e t s	 r ə n 'ə t s 
rencontre	r ə ŋ k 'o n t ɾ ə	 r ə ŋ k 'ɔ n t ɾ ə 
religioses	r ə l i ʒ i 'o z ə s	 r ə l i ʒ i 'o s ə s 
regne	r 'e n n ə	 r 'ə n n ə 
regla	r 'e g g l ə	 r 'ə ɣ l ə 
refrescants	r ə f ɾ ə s k 'a n s	 r ə f ɾ ə s k 'a n t s 
referents	r ə f ə ɾ 'e n s	 r ə f ə ɾ 'e n t s 
redimensioni	r ə ð i m ə n s i 'ɔ n i	 r ə ð i m ə n s i 'o n i 
recorren	r ə k 'o r ə n	 r ə k 'ɔ r ə n 
reconeixent-ne	r ə k o n ə ʃ 'e n n ə	 r ə k o n ə ʃ 'ɛ n n n ə 
recolzo	r ə k 'o l z o	 r ə k 'ɔ l z o 
recolzament	r ə k o l z ə m 'e n t	 r ə k u l z ə m 'e n t 
recolza	r ə k 'o l z ə	 r ə k 'ɔ l z ə 
receptes	r ə s 'ɛ t t ə s	 r ə s 'ə t t ə s 
recents	r ə s 'e n s	 r ə s 'e n t s 
rec	r 'e k	 r 'ɛ k 
rebessin	r ə β 'e s i n	 r ə β 'ə s i n 
realitzo	r e ə l 'i d z o	 r ə ə l 'i d z o 
realisme	r e ə l 'i z m ə	 r ə ə l 'i z m ə 
reafirmin	r e ə f 'i ɾ m i n	 r ə ə f 'i ɾ m i n 
rails	r 'a j l s	 r ə 'i l s 
quedes	k 'e ð ə s	 k 'ə ð ə s 
quatrecents	k w ə t ɾ ə s 'e n s	 k w ə t ɾ ə s 'e n t s 
promocionin	p ɾ o m o s i 'ɔ n i n	 p ɾ u m u s i u n 'i n 
preveuen	p ɾ ə v 'ə w ə n	 p ɾ ə v 'ɛ w ə n 
pretendre	p ɾ ə t 'e n d ɾ ə	 p ɾ ə t 'ə n d ɾ ə 
preromàntics	p ɾ ə r o m 'a n t i t s	 p ɾ ə ɾ o m 'a n t i t s 
prengueren	p ɾ ə ŋ g 'e ɾ ə n	 p ɾ ə ŋ g 'ɛ ɾ ə n 
prenent-se	p ɾ ə n 'e n s ə	 p ɾ ə n 'ə n s ə 
premsa	p ɾ 'e n s ə	 p ɾ 'ə m z ə 
precursors	p ɾ ə k u ɾ s 'o s	 p ɾ ə k u s 'o s 
preciosos	p ɾ ə s i 'o z o s	 p ɾ ə s i 'o s o s 
precioses	p ɾ ə s i 'o z ə s	 p ɾ ə s i 'o s ə s 
practicants	p ɾ ə t t i k 'a n s	 p ɾ ə t t i k 'a n t s 
posicioni	p o z i s i 'ɔ n i	 p o z i s i 'o n i 
posant-ne	p o z 'a n n ə	 p o z 'a n n n ə 
porta-me-les	p 'ɔ ɾ t ə m ə l ə s	 p o ɾ t ə m 'ɛ l ə s 
porro	p 'o r o	 p 'ɔ r o 
popes	p 'o p ə s	 p 'ɔ p ə s 
polièdrica	p o l i 'ə ð ɾ i k ə	 p o l i 'ɛ ð ɾ i k ə 
podent	p o ð 'ɛ n t	 p o ð 'e n t 
plumero	p l u m 'e ɾ o	 p l u m 'ɛ ɾ o 
plecs	p l 'ɛ t s	 p l 'ə t s 
planejament	p l ə n ə ʒ ə m 'e n t	 p l ə n d ʒ ə m 'e n t 
planctòniques	p l ə ŋ t t 'ɔ n i k ə s	 p l ə n s t 'ɔ n i k ə s 
pertenences	p ə ɾ t ə n 'ɛ n s ə s	 p ə ɾ t ə n 'e n s ə s 
perpetren	p ə ɾ p 'e t ɾ ə n	 p ə ɾ p 'ə t ɾ ə n 
peripècia	p ə ɾ i p 'ə s i ə	 p ə ɾ i p 'ɛ s i ə 
perdre-la	p 'ɛ ɾ ð ɾ ə l ə	 p ə ɾ ð ɾ 'ɛ l ə 
perdonant-li	p ə ɾ ð o n 'a n l i	 p ə ɾ ð o n 'a n i l i 
penetren	p ə n 'e t ɾ ə n	 p ə n 'ə t ɾ ə n 
penetrants	p ə n ə t ɾ 'a n s	 p ə n ə t ɾ 'a n t s 
patrimoni	p ə t ɾ i m 'ɔ n i	 p ə t ɾ i m 'o n i 
parèntesis	p ə ɾ 'ɛ n t ə z i s	 p ə ɾ 'ə n t ə z i s 
parcs	p 'a ɾ t s	 p 'a ɾ s i 
orienten	o ɾ i 'e n t ə n	 o ɾ i 'ə n t ə n 
operen	o p 'e ɾ ə n	 o p 'ɛ ɾ ə n 
oncle	'o ŋ k l ə	 'ɔ ŋ k l ə 
oloro	o l 'o ɾ o	 o l 'ɔ ɾ o 
oasi	o 'a z i	 o 'a s i 
nomenament	n o m ə n ə m 'e n t	 n u m ə n ə m 'e n t 
nihilistes	n i i l 'i s t ə s	 n i ə l 'i s t ə s 
nihilista	n i i l 'i s t ə	 n i ə l 'i s t ə 
netegessin	n ə t ə ʒ 'e s i n	 n ə t ə ʒ 'ɛ s i n 
nedes	n 'e ð ə s	 n 'ə ð ə s 
neden	n 'e ð ə n	 n 'ə ð ə n 
neanderthalensis	n e ə n d ə ɾ t ə l 'ɛ n s i s	 n e ə n d 'e ɾ t 'a l 'ɛ n s i s 
mítings	m 'i t i ŋ s	 m 'i t i ŋ g s 
multiètnica	m u l t i 'ə n n i k ə	 m u l t i 'ɛ n n i k ə 
mosso	m 'o s o	 m 'ɔ s o 
mosca	m 'o s k ə	 m 'ɔ s k ə 
morses	m 'o ɾ s ə s	 m 'ɔ ɾ s ə s 
morros	m 'o r o s	 m 'ɔ r o s 
mon	m 'o n	 m o n 
molècules	m o l 'ə k u l ə s	 m o l 'ɛ k u l ə s 
mofant-se	m o f 'a n s ə	 m o f 'a n t s ə 
moc	m 'o k	 m 'ɔ k 
migcampistes	m i k k ə m p 'i s t ə s	 m i ŋ k ə m p 'i s t ə s 
metros	m 'e t ɾ o s	 m 'ə t ɾ o s 
megahertzos	m ə ɣ ə 'ɛ ɾ d z o s	 m 'ə ɣ ə m ɾ d z o s 
marxessin	m ə ɾ ʃ 'e s i n	 m ə ɾ ʃ 'ɛ s i n 
marihuana	m ə ɾ i u 'a n ə	 m ə ɾ i ə 'a n ə 
maltractaments	m ə l t ɾ ə t t ə m 'e n s	 m ə l t ɾ ə t t ə m 'e n t s 
malalts	m ə l 'a l s	 m ə l 'a l t s 
majestuosa	m ə ʒ ə s t u 'o z ə	 m ə ʒ ə s t u 'o s ə 
ma	m 'ə	 m ə 
líder	l 'i ð ə	 l 'i ð e  
lluirà	ʎ u i ɾ 'a	 ʎ u j ɾ 'a 
llesta	ʎ 'e s t ə	 ʎ 'ə s t ə 
llenya	ʎ 'e ɲ ə	 ʎ 'ə ɲ ə 
llengües	ʎ 'e ŋ g w ə s	 ʎ 'ə ŋ g w ə s 
llegendes	ʎ ə ʒ 'e n d ə s	 ʎ ə ʒ 'ə n d ə s 
llambordes	ʎ ə m b 'o ɾ ð ə s	 ʎ ə m b 'ɔ ɾ ð ə s 
litosfera	l i t o s f 'e ɾ ə	 l i t u s f 'e ɾ ə 
lepra	l 'e p ɾ ə	 l 'ə p ɾ ə 
lamento	l ə m 'e n t o	 l ə m 'ɛ n t o 
kafkiana	k ə f k i 'a n ə	 k ə f i i 'a n ə 
justificants	ʒ u s t i f i k 'a n s	 ʒ u s t i f i k 'a n t s 
jueva	ʒ u 'e v ə	 ʒ u 'ə v ə 
jamaicans	ʒ ə m ə j k 'a n s	 ʒ ə m ə i k 'a n s 
itinerants	i t i n ə ɾ 'a n s	 i t i n ə ɾ 'a n t s 
intèrpret	i n t 'ɛ ɾ p ɾ ə t	 i n t ə ɾ p ɾ 'ə t 
interrompre	i n t ə r 'o m p ɾ ə	 i n t ə r 'ɔ m p ɾ ə 
interrogant-los	i n t ə r o ɣ 'a n l o s	 i n t ə r o ɣ 'a n d l o s 
interpretant-la	i n t ə ɾ p ɾ ə t 'a n l ə	 i n t ə ɾ p ɾ ə t 'a n d l ə 
intentar-ho	i n t ə n t 'a ɾ o	 i n t ə n t 'a ɾ i 
ingresses	i ŋ g ɾ 'e s ə s	 i ŋ g ɾ 'ə s ə s 
incoherents	i ŋ k o ə ɾ 'e n s	 i ŋ k o ə ɾ 'e n t s 
incerts	i n s 'ɛ ɾ s	 i n s 'ɛ ɾ t s 
impressionants	i m p ɾ ə s i o n 'a n s	 i m p ɾ ə s i o n 'a n t s 
import	i m p 'ɔ ɾ t	 i m p 'o ɾ t 
imbècil	i m b 'ə s i l	 i m b 'ɛ s i l 
ignoren	i n n 'o ɾ ə n	 i n n 'ɔ ɾ ə n 
idoni	i ð 'ɔ n i	 i ð 'o n i 
ideat	i ð e 'a t	 i ð ə 'a t 
hòstia	'ɔ s t i ə	 ə s t i ə 
híbrid	'i β ɾ i t	 ə β ɾ i t 
hàbit	'a β i t	 ə β i t 
horts	'ɔ ɾ s	 ə ɾ t s 
hora	'ɔ ɾ ə	 ə ɾ ə 
hola	'ɔ l ə	 ə l ə 
harmonioses	ə ɾ m o n i 'o z ə s	 ə ɾ m o n i 'o s ə s 
haguessis	ə ɣ 'e s i s	 ə ɣ 'ə s i s 
haguessin	ə ɣ 'e s i n	 ə ɣ 'ə s i n 
hagis	'a ʒ i s	 ə ʒ i s 
guinda	g 'i n d ə	 g w 'i n d ə 
guetos	g 'e t o s	 g 'ə t o s 
guard	g w 'a ɾ t	 g w 'a ɾ ə 
guanyant-me	g w ə ɲ 'a m m ə	 g w ə ɲ 'a n t m ə 
greixos	g ɾ 'e ʃ o s	 g ɾ 'ɛ ʃ o s 
golfo	g 'o l f o	 g 'ɔ l f o 
generen	ʒ ə n 'e ɾ ə n	 ʒ ə n 'ɛ ɾ ə n 
gemecs	ʒ ə m 'e t s	 ʒ ə m 'ə t s 
gemec	ʒ ə m 'e k	 ʒ ə m 'ɛ k 
fuig	f 'u t ʃ	 f 'u ʃ 
frens	f ɾ 'ə n s	 f ɾ 'e n s 
fots	f 'o t s	 f 'ɔ t s 
fotre-li	f 'o t ɾ ə l i	 f o t ɾ 'ɛ l i 
fot	f 'o t	 f 'ɔ t 
forestal	f o ɾ ə s t 'a l	 f u ɾ ə s t 'a l 
forasters	f o ɾ ə s t 'e s	 f u ɾ ə s t 'e s 
foques	f 'o k ə s	 f 'ɔ k ə s 
florint-se	f l o ɾ 'i n s ə	 f l o ɾ 'i n t s ə 
fletxes	f l 'e t ʃ ə s	 f l 'ə t ʃ ə s 
fletxa	f l 'e t ʃ ə	 f l 'ə t ʃ ə 
fiquessin	f i k 'e s i n	 f i k 'ə s i n 
fetus	f 'ɛ t u s	 f 'ə t u s 
fer-hi	f 'e ɾ i	 f 'ɛ ɾ i 
fent-se	f 'e n s ə	 f 'ɛ n s ə 
fent-lo	f 'e n l o	 f 'ɛ n d l o 
fen	f 'e n	 f 'ə n 
feixos	f 'e ʃ o s	 f 'ɛ ʃ o s 
evolucioni	ə v o l u s i 'ɔ n i	 ə v o l u s i 'o n i 
estómac	ə s t 'o m ə k	 ə s t u m 'a k 
estudiïn	ə s t u ð 'i i n	 ə s t u ð i 'i n 
estrèpit	ə s t ɾ 'ə p i t	 ə s t ɾ 'ɛ p i t 
estris	'ɛ s t ɾ i s	 'ə s t ɾ i s 
estrenyent-me	ə s t ɾ ə ɲ 'e m m ə	 ə s t ɾ ə ɲ 'ə n t m ə 
estratègia	ə s t ɾ ə t 'ə ʒ i ə	 ə s t ɾ ə t 'ɛ ʒ i ə 
estimant-la	ə s t i m 'a n l ə	 ə s t i m 'a n d l ə 
esport	ə s p 'ɔ ɾ t	 ə s p 'o ɾ t 
esplèndid	ə s p l 'ə n d i t	 ə s p l 'ɛ n d i t 
esment	ə z m 'e n t	 e z m 'e n t 
esgrogueït	ə z ɣ ɾ o ɣ ə 'i t	 ə z ɣ ɾ u ɣ u ə 'i t 
esgrogueint-se	ə z ɣ ɾ o ɣ ə 'i n s ə	 ə z ɣ ɾ o ɣ u z 'i n t s ə 
escrivint-te	ə s k ɾ i v 'i n t ə	 ə s k ɾ i v 'i n t t ə 
escombra	ə s k 'o m b ɾ ə	 ə s k 'ɔ m b ɾ ə 
escolto	ə s k 'o l t o	 ə s k 'ɔ l t o 
escoltes	ə s k 'o l t ə s	 ə s k 'ɔ l t ə s 
esclafant-les	ə s k l ə f 'a n l ə s	 ə s k l ə f 'a n d l ə s 
escaigui	ə s k 'a j ɣ i	 ə s k 'a i ɣ i 
enuig	ə n 'u t ʃ	 ə n 'u ʃ 
ensenyi	ə n s 'ɛ ɲ i	 ə n s 'ə ɲ i 
enginys	ə n ʒ 'i j n s	 ə n ʒ 'i ɲ s 
endreço	ə n d ɾ 'e s o	 ə n d ɾ 'ə s o 
empentes	ə m p 'ə n t ə s	 ə m p 'e n t ə s 
empenta	ə m p 'ə n t ə	 ə m p 'e n t ə 
emborratxant-me	ə m b o r ə t ʃ 'a m m ə	 ə m b u r ə t ʃ 'a n t m ə 
embolicant-se	ə m b o l i k 'a n s ə	 ə m b o l i k 'a n t s ə 
elèctrica	ə l 'ə t t ɾ i k ə	 ə l ə t t ɾ 'i k ə 
dòlar	d 'ɔ l ə	 d u l 'a 
dèficits	d 'ɛ f i s i t s	 d ə f i s 'i t s 
dèbit	d 'ə β i t	 d 'ɛ β i t 
dèbil	d 'ə β i l	 d 'ɛ β i l 
donessin	d o n 'e s i n	 d o n 'ə s i n 
donant-nos	d o n 'a n n o s	 d o n 'a n n n o s 
donant-los	d o n 'a n l o s	 d o n 'a n d l o s 
donant-li	d o n 'a n l i	 d o n 'a n i l i 
dominants	d o m i n 'a n s	 d o m i n 'a n t s 
domesticar	d o m ə s t i k 'a	 d u m ə s t i k 'a 
divuitena	d i v u j t 'ə n ə	 d i v u i t 'ə n ə 
distreuen	d i s t ɾ 'ə w ə n	 d i s t ɾ 'ɛ w ə n 
disposo	d i s p 'o z o	 d i s p 'ɔ z o 
disgustos	d i z ɣ 'u s t o s	 d i z ɣ 'u s t u s 
discrepo	d i s k ɾ 'e p o	 d i s k ɾ 'ə p o 
discjòqueis	d i s k ʒ 'ɔ k ə j s	 d i s k ʒ u k 'ə j s 
digueren	d i ɣ 'e ɾ ə n	 d i ɣ 'ɛ ɾ ə n 
dient-se	d i 'e n s ə	 d i 'ə n s ə 
dibuixant-me	d i β u ʃ 'a m m ə	 d i β u ʃ 'a n t m ə 
destorben	d ə s t 'o ɾ β ə n	 d ə s t 'ɔ ɾ β ə n 
despreci	d ə s p ɾ 'ɛ s i	 d ə s p ɾ 'ə s i 
desplegant-se	d ə s p l ə ɣ 'a n s ə	 d ə s p l ə ɣ 'a n t s ə 
desordres	d ə z 'o ɾ ð ɾ ə s	 d ə z 'ɔ ɾ ð ɾ ə s 
desordre	d ə z 'o ɾ ð ɾ ə	 d ə z 'ɔ ɾ ð ɾ ə 
desigs	d ə z 'i t ʃ s	 d ə z 'i n s 
desemboca	d ə z ə m b 'o k ə	 d ə z ə m b 'ɔ k ə 
delinqüents	d ə l i ŋ k w 'e n s	 d ə l i n ə w 'e n s 
deixes	d 'e ʃ ə s	 d 'ə ʃ ə s 
cònjuge	k 'ɔ n ʒ u ʒ ə	 k u n ʒ 'u ʒ ə 
còmplices	k 'ɔ m p l i s ə s	 k u m p l 'i s ə s 
cuinera	k u j n 'e ɾ ə	 k u i n 'e ɾ ə 
cuinar	k u j n 'a	 k u i n 'a 
cuidava	k u j ð 'a v ə	 k u i ð 'a v ə 
cuidant	k u j ð 'a n t	 k u i ð 'a n t 
cromos	k ɾ 'o m o s	 k ɾ 'ɔ m o s 
creïn	k ɾ 'e i n	 k ɾ ə 'i n 
crepitegen	k ɾ ə p i t 'ɛ ʒ ə n	 k ɾ ə p i t 'ə ʒ ə n 
cremes	k ɾ 'e m ə s	 k ɾ 'ə m ə s 
cremen	k ɾ 'e m ə n	 k ɾ 'ə m ə n 
crema	k ɾ 'e m ə	 k ɾ 'ə m ə 
covard	k o v 'a ɾ t	 k o v 'a ɾ ə 
cosa	k 'ɔ z ə	 k 'o z ə 
contundent	k o n t u n d 'e n t	 k u n t u n d 'e n t 
continuessin	k o n t i n u 'e s i n	 k o n t i n u 'ə s i n 
continguda	k o n t i ŋ g 'u ð ə	 k u n t i ŋ g 'u ð ə 
contenen	k o n t 'e n ə n	 k o n t 'ə n ə n 
contemplant-li	k o n t ə m p l 'a n l i	 k u n t ə m p l ə n 'ɔ l i 
contaminants	k o n t ə m i n 'a n s	 k o n t ə m i n 'a n t s 
consums	k o n s 'u n s	 k u n s 'u n s 
consta	k 'o n s t ə	 k 'ɔ n s t ə 
considero	k o n s i ð 'e ɾ o	 k o n s i ð 'ɛ ɾ o 
conques	k 'o ŋ k ə s	 k 'ɔ ŋ k ə s 
connecta	k o n n 'e t t ə	 k o n n 'ɛ t t ə 
concursos	k o ŋ k 'u ɾ s o s	 k u ŋ k 'u ɾ s u s 
comtats	k o n t 'a t s	 k o m t 'a t s 
comprant-se	k o m p ɾ 'a n s ə	 k o m p ɾ 'a n t s ə 
compliment	k o m p l i m 'e n t	 k u m p l i m 'e n t 
completi	k o m p l 'ɛ t i	 k o m p l 'ə t i 
completa-la	k o m p l 'ə t ə l ə	 k o m p l ə t 'a l ə 
complauen	k o m p l 'a w ə n	 k o m p l 'a ə n 
complaença	k o m p l ə 'ɛ n s ə	 k u m p l ə 'e n s ə 
comparsero	k o m p ə ɾ s 'e ɾ o	 k o m p ə ɾ s 'ɛ ɾ o 
compareixença	k o m p ə ɾ ə ʃ 'ɛ n s ə	 k o m p ə ɾ ə ʃ 'e n s ə 
comences	k o m 'ɛ n s ə s	 k o m 'e n s ə s 
colpeja	k o l p 'ɛ ʒ ə	 k o l p 'ə ʒ ə 
coixa	k 'o ʃ ə	 k 'ɔ ʃ ə 
coherents	k o ə ɾ 'e n s	 k o ə ɾ 'e n t s 
cofoi	k o f 'ɔ j	 k o f 'o i 
coco	k 'o k o	 k 'ɔ k o 
clavant-li	k l ə v 'a n l i	 k l ə v 'a n i l i 
centígrads	s ə n t 'i ɣ ɾ ə t s	 s ə n t i ɣ ɾ 'a t s 
cents	s 'e n s	 s 'e n t s 
celebren	s ə l 'e β ɾ ə n	 s ə l 'ə β ɾ ə n 
cec	s 'e k	 s 'ɛ k 
catorzena	k ə t o ɾ z 'ə n ə	 k ə t u ɾ z 'ə n ə 
catastrofista	k ə t ə s t ɾ o f 'i s t ə	 k ə t ə s t ɾ u f 'i s t ə 
