A	'ə	 ə 
lectores	l ə k t 'o ɾ ə s	 l ə k t 'ɔ ɾ ə s 
lema	l 'e m ə	 l 'ɛ m ə 
lemes	l 'e m ə s	 l 'ɛ m ə s 
lèmur	l 'ɛ m u	 l 'ɛ m u r 
lent	l 'e n	 l 'ɛ n 
lenta	l 'e n t ə	 l 'ɛ n t ə 
lentes	l 'e n t ə s	 l 'ɛ n t ə s 
lepra	l 'e p ɾ ə	 l 'ɛ p ɾ ə 
les	l 'ə s	 l ə s 
li	l 'i	 l i 
líber	l 'i β ə	 l 'i β ə r 
liceu	l i s 'ɛ w	 l i k 'ɛ w 
Liceu	l i s 'ɛ w	 l i k 'ɛ w 
licor	l i k 'o r	 l i k 'o 
limburgués	l i m b u ɾ ɣ 'e s	 l i m b u r k 'e s 
linier	l i n i 'e	 l i n i 'ɛ 
líquid	l 'i k i t	 l 'i k i ð 
lisosoma	l i z u z 'ɔ m ə	 l 'i z u z 'ɔ m ə 
lisosòmic	l i z u z 'ɔ m i k	 l 'i z u z 'ɔ m i k 
lisosòmica	l i z u z 'ɔ m i k ə	 l 'i z u z 'ɔ m i k ə 
lisosòmics	l i z u z 'ɔ m i k s	 l 'i z u z 'ɔ m i k s 
lisosòmiques	l i z u z 'ɔ m i k ə s	 l 'i z u z 'ɔ m i k ə s 
lladruc	ʎ ə ð ɾ 'u k	 ʎ 'a ð ɾ 'u k 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
llamenc	ʎ ə m 'ɛ ŋ	 ʎ ə m 'ɛ n s 
llaminer	ʎ ə m i n 'e	 ʎ ə m i n 'ɛ 
llançadora	ʎ ə n s ə ð 'o ɾ ə	 ʎ ə n s ə ð 'ɔ ɾ ə 
llançadores	ʎ ə n s ə ð 'o ɾ ə s	 ʎ ə n s ə ð 'ɔ ɾ ə s 
llançament	ʎ ə n s ə m 'e n	 ʎ 'a n s ə m 'ɛ n 
llar	ʎ 'a r	 ʎ 'a 
llarg	ʎ 'a r k	 ʎ 'a r 
llargs	ʎ 'a r k s	 ʎ 'a r s 
llauna	ʎ 'a w n ə	 ʎ 'a 'u n ə 
llaüt	ʎ ə 'u t	 ʎ 'a 'u t 
llebeig	ʎ ə β 'ɛ t ʃ	 ʎ ə β 'ɛ ʃ 
llebre	ʎ 'e β ɾ ə	 ʎ 'ɛ β ɾ ə 
lledoner	ʎ ə ð u n 'e	 ʎ ə ð u n 'ɛ 
llega	ʎ 'e ɣ ə	 ʎ 'ɛ ɣ ə 
llegenda	ʎ ə ʒ 'e n d ə	 ʎ ə ʒ 'ɛ n d ə 
llegendes	ʎ ə ʒ 'e n d ə s	 ʎ ə ʒ 'ɛ n d ə s 
llegües	ʎ 'e ɣ w ə s	 ʎ 'ɛ ɣ w ə s 
llei	ʎ 'e j	 ʎ 'ɛ i 
Lleida	ʎ 'e j ð ə	 ʎ 'ɛ j ð ə 
lleig	ʎ 'e t ʃ	 ʎ 'ɛ ʃ 
lleis	ʎ 'e j s	 ʎ 'ɛ i s 
lleixa	ʎ 'e ʃ ə	 ʎ 'ɛ ʃ ə 
Llemosí	ʎ ə m u z 'i	 ʎ 'ɛ m u z 'i 
llenços	ʎ 'e n s u s	 ʎ 'ɛ n s u s 
llenya	ʎ 'e ɲ ə	 ʎ 'ɛ ɲ ə 
lleona	ʎ ə 'o n ə	 ʎ ə 'ɔ n ə 
llepa	ʎ 'e p ə	 ʎ 'ɛ p ə 
llepen	ʎ 'e p ə n	 ʎ 'ɛ p ə n 
llépol	ʎ 'e p u l	 ʎ 'e p 'ɔ l 
llera	ʎ 'e ɾ ə	 ʎ 'ɛ ɾ ə 
llest	ʎ 'e s t	 ʎ 'ɛ s t 
llesta	ʎ 'e s t ə	 ʎ 'ɛ s t ə 
llestes	ʎ 'e s t ə s	 ʎ 'ɛ s t ə s 
llestos	ʎ 'e s t u s	 ʎ 'ɛ s t u s 
llet	ʎ 'e t	 ʎ 'ɛ t 
lletera	ʎ ə t 'e ɾ ə	 ʎ ə t 'ɛ ɾ ə 
lletges	ʎ 'e d ʒ ə s	 ʎ 'ɛ d ʒ ə s 
lletja	ʎ 'e d ʒ ə	 ʎ 'ɛ d ʒ ə 
lletjos	ʎ 'e d ʒ u s	 ʎ 'ɛ d ʒ u s 
lletrejada	ʎ ə t ɾ ə ʒ 'a ð ə	 ʎ 'ɛ t ɾ ə ʒ 'a ð ə 
lletrejades	ʎ ə t ɾ ə ʒ 'a ð ə s	 ʎ 'ɛ t ɾ ə ʒ 'a ð ə s 
lletrejar	ʎ ə t ɾ ə ʒ 'a	 ʎ 'ɛ t ɾ ə ʒ 'a 
lletrejat	ʎ ə t ɾ ə ʒ 'a t	 ʎ 'ɛ t ɾ ə ʒ 'a t 
lletrejats	ʎ ə t ɾ ə ʒ 'a t s	 ʎ 'ɛ t ɾ ə ʒ 'a t s 
lleu	ʎ 'e w	 ʎ 'ɛ w 
lleuger	ʎ ə w ʒ 'e	 ʎ ə u ʒ 'ɛ r 
lleus	ʎ 'e w s	 ʎ 'ɛ w s 
lleva	ʎ 'e β ə	 ʎ 'ɛ β ə 
llevadora	ʎ ə β ə ð 'o ɾ ə	 ʎ ə β ə ð 'ɔ ɾ ə 
lleves	ʎ 'e β ə s	 ʎ 'ɛ β ə s 
llevo	ʎ 'e β u	 ʎ 'ɛ β u 
llibrer	ʎ i β ɾ 'e	 ʎ i β ɾ 'ɛ 
llibreter	ʎ i β ɾ ə t 'e	 ʎ i β ɾ ə t 'ɛ 
llicenciatura	ʎ i s ə n s i ə t 'u ɾ ə	 ʎ i s ə n s 'i ə t 'u ɾ ə 
lligament	ʎ i ɣ ə m 'e n	 ʎ 'i ɣ ə m 'ɛ n 
llimona	ʎ i m 'o n ə	 ʎ i m 'ɔ n ə 
llimonera	ʎ i m u n 'e ɾ ə	 ʎ i m u n 'ɛ ɾ ə 
llitera	ʎ i t 'e ɾ ə	 ʎ i t 'ɛ ɾ ə 
lliurada	ʎ i w ɾ 'a ð ə	 ʎ i u ɾ 'a ð ə 
lliurades	ʎ i w ɾ 'a ð ə s	 ʎ i u ɾ 'a ð ə s 
lliurament	ʎ i w ɾ ə m 'e n	 ʎ 'i u ɾ ə m 'ɛ n 
lliurar	ʎ i w ɾ 'a	 ʎ i u ɾ 'a 
lloa	ʎ 'o ə	 ʎ 'ɔ ə 
lloat	ʎ u 'a t	 ʎ 'ɔ 'a t 
lloba	ʎ 'o β ə	 ʎ 'ɔ β ə 
llobregatenc	ʎ u β ɾ ə ɣ ə t 'ɛ ŋ	 ʎ u β ɾ ə ɣ ə t 'ɛ n s 
lloc	ʎ 'ɔ k	 ʎ 'o k 
llocs	ʎ 'ɔ k s	 ʎ 'o k s 
lloen	ʎ 'o ə n	 ʎ 'ɔ ə n 
llogater	ʎ u ɣ ə t 'e	 ʎ u ɣ ə t 'ɛ 
lloguer	ʎ u ɣ 'e	 ʎ u ɣ 'ɛ 
llora	ʎ 'o ɾ ə	 ʎ 'ɔ ɾ ə 
Llorach	ʎ u ɾ 'a k	 ʎ u ɾ 'a k ə 
llord	ʎ 'o r t	 ʎ 'o r 
llorer	ʎ u ɾ 'e	 ʎ u ɾ 'ɛ 
lluent	ʎ u 'e n	 ʎ u 'ɛ n 
lluïment	ʎ u i m 'e n	 ʎ 'u i m 'ɛ n 
lluitada	ʎ u j t 'a ð ə	 ʎ u i t 'a ð ə 
lluitades	ʎ u j t 'a ð ə s	 ʎ u i t 'a ð ə s 
lluitant	ʎ u j t 'a n	 ʎ u i t 'a n 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
lluitat	ʎ u j t 'a t	 ʎ u i t 'a t 
lluitats	ʎ u j t 'a t s	 ʎ u i t 'a t s 
llur	ʎ 'u r	 ʎ 'u 
locomotora	l u k u m u t 'o ɾ ə	 l u k u m u t 'ɔ ɾ ə 
locutora	l u k u t 'o ɾ ə	 l u k u t 'ɔ ɾ ə 
lona	l 'o n ə	 l 'ɔ n ə 
londinenc	l u n d i n 'ɛ ŋ	 l u n d i n 'ɛ n s 
Londres	l 'o n d ɾ ə s	 l 'ɔ n d ɾ ə s 
lumbar	l u m b 'a r	 l u m b 'a 
luminescència	l u m i n ə s 'ɛ n s i ə	 l u m 'i n ə s 'ɛ n s i ə 
lunar	l u n 'a r	 l u n 'a 
Luxemburg	l u k s ə m b 'u r k	 l u k s ə m b 'u r 
ma	m 'ə	 m ə 
Madrid	m ə ð ɾ 'i t	 m ə ð ɾ 'i ð 
maduixer	m ə ð u ʃ 'e	 m ə ð u ʃ 'ɛ 
magenc	m ə ʒ 'ɛ ŋ	 m ə ʒ 'ɛ n s 
Mahoma	m ə 'ɔ m ə	 m ə 'ɛ m ə 
maig	m 'a t ʃ	 m 'a ʃ 
mainada	m ə j n 'a ð ə	 m ə i n 'a ð ə 
maixella	m ə ʃ 'e ʎ ə	 m ə ʃ 'ɛ ʎ ə 
majestuosa	m ə ʒ ə s t u 'o z ə	 m ə ʒ ə s t u 'ɔ z ə 
majestuosos	m ə ʒ ə s t u 'o z u s	 m ə ʒ ə s t 'u 'ɔ z u s 
malaisi	m ə l 'a j z i	 m ə l 'a 'i z i 
Malàisia	m ə l 'a j z i ə	 m ə l 'a i z i ə 
maldestre	m ə l d 'e s t ɾ ə	 m ə l d 'ɛ s t ɾ ə 
malestar	m ə l ə s t 'a	 m 'a l ə s t 'a 
maleter	m ə l ə t 'e	 m ə l ə t 'ɛ 
maliciosa	m ə l i s i 'o z ə	 m ə l i s i 'ɔ z ə 
malicioses	m ə l i s i 'o z ə s	 m ə l i s i 'ɔ z ə s 
maliciosos	m ə l i s i 'o z u s	 m ə l i s i 'ɔ z u s 
malifeta	m ə l i f 'e t ə	 m ə l i f 'ɛ t ə 
mallot	m ə ʎ 'ɔ t	 m ə ʎ 'o t 
malnom	m ə l n 'ɔ m	 m ə l n 'o m 
malson	m ə l s 'ɔ n	 m ə l s 'o n 
malur	m ə l 'u r	 m ə l 'u 
mamella	m ə m 'e ʎ ə	 m ə m 'ɛ ʎ ə 
mànager	m 'a n ə ʒ ə r	 m 'a n ə ʒ 'e 
manament	m ə n ə m 'e n	 m 'a n ə m 'ɛ n 
manc	m 'a ŋ	 m 'a n s 
maneig	m ə n 'ɛ t ʃ	 m ə n 'ɛ ʃ 
manera	m ə n 'e ɾ ə	 m ə n 'ɛ ɾ ə 
manifest	m ə n i f 'e s t	 m ə n i f 'ɛ s t 
manifesti	m ə n i f 'e s t i	 m ə n i f 'ɛ s t i 
manipuladora	m ə n i p u l ə ð 'o ɾ ə	 m ə n i p u l ə ð 'ɔ ɾ ə 
manovella	m ə n u β 'e ʎ ə	 m ə n u β 'ɛ ʎ ə 
mantell	m ə n t 'e ʎ	 m ə n t 'ɛ ʎ 
manteniment	m ə n t ə n i m 'e n	 m ə n t 'ɛ n i m 'ɛ n 
marabú	m ə ɾ ə β 'u	 m ə ɾ 'a β 'u 
marcenc	m ə r s 'ɛ ŋ	 m ə r s 'ɛ n s 
marea	m ə ɾ 'e ə	 m ə ɾ 'ɛ ə 
mareig	m ə ɾ 'ɛ t ʃ	 m ə ɾ 'ɛ ʃ 
maresmenc	m ə ɾ ə z m 'ɛ ŋ	 m 'a ɾ ə z m 'ɛ n s 
marianista	m ə ɾ i ə n 'i s t ə	 m ə ɾ 'i ə n 'i s t ə 
mariner	m ə ɾ i n 'e	 m ə ɾ i n 'ɛ 
marinera	m ə ɾ i n 'e ɾ ə	 m ə ɾ i n 'ɛ ɾ ə 
marineres	m ə ɾ i n 'e ɾ ə s	 m ə ɾ i n 'ɛ ɾ ə s 
mariners	m ə ɾ i n 'e s	 m ə ɾ i n 'ɛ r s 
màrqueting	m 'a r k ə t i ŋ	 m 'a r k ə t 'i ŋ 
martell	m ə r t 'e ʎ	 m ə r t 'ɛ ʎ 
martinenc	m ə r t i n 'ɛ ŋ	 m ə r t i n 'ɛ n s 
màrtir	m 'a r t i r	 m 'a r t i 
màser	m 'a z ə	 m 'a z ə r 
mastegot	m ə s t ə ɣ 'ɔ t	 m ə s t ə ɣ 'o t 
mastodont	m ə s t u ð 'ɔ n	 m ə s t u ð 'o n 
matallums	m ə t ə ʎ 'u m s	 m ə t 'a ʎ 'u m s 
mateix	m ə t 'e ʃ	 m ə t 'ɛ ʃ 
matiner	m ə t i n 'e	 m ə t i n 'ɛ 
matriu	m ə t ɾ 'i w	 m ə t ɾ 'i u 
matusser	m ə t u s 'e	 m ə t u s 'ɛ 
me	m 'ə	 m ə 
medicament	m ə ð i k ə m 'e n	 m ə ð 'i k ə m 'ɛ n 
meitat	m ə j t 'a t	 m ə i t 'a t 
melillenc	m ə l i ʎ 'ɛ ŋ	 m ə l i ʎ 'ɛ n s 
membre	m 'e m b ɾ ə	 m 'ɛ m b ɾ ə 
membres	m 'e m b ɾ ə s	 m 'ɛ m b ɾ ə s 
menciona	m ə n s i 'o n ə	 m ə n s i 'ɔ n ə 
menciones	m ə n s i 'o n ə s	 m ə n s i 'ɔ n ə s 
menester	m ə n ə s t 'e	 m ə n ə s t 'ɛ 
mengen	m 'e n ʒ ə n	 m 'ɛ n ʒ ə n 
menges	m 'e n ʒ ə s	 m 'ɛ n ʒ ə s 
mengi	m 'e n ʒ i	 m 'ɛ n ʒ i 
mengin	m 'e n ʒ i n	 m 'ɛ n ʒ i n 
menja	m 'e n ʒ ə	 m 'ɛ n ʒ ə 
menjadora	m ə n ʒ ə ð 'o ɾ ə	 m ə n ʒ ə ð 'ɔ ɾ ə 
menjo	m 'e n ʒ u	 m 'ɛ n ʒ u 
menor	m ə n 'o r	 m ə n 'o 
menstrus	m 'ɛ n s t ɾ u s	 m 'ɛ n s t ɾ 'u s 
ment	m 'e n	 m 'ɛ n 
menta	m 'e n t ə	 m 'ɛ n t ə 
mentider	m ə n t i ð 'e	 m ə n t i ð 'ɛ 
mentre	m 'e n t ɾ ə	 m 'ɛ n t ɾ ə 
menyspreada	m ə ɲ s p ɾ e 'a ð ə	 m 'ɛ ɲ s p ə e 'a ð ə 
menyspreades	m ə ɲ s p ɾ e 'a ð ə s	 m 'ɛ ɲ s p ə e 'a ð ə s 
menyspreat	m ə ɲ s p ɾ e 'a t	 m 'ɛ ɲ s p ɾ e 'a t 
menyspreats	m ə ɲ s p ɾ e 'a t s	 m 'ɛ ɲ s p ɾ e 'a t s 
mer	m 'e r	 m 'ɛ r 
mera	m 'e ɾ ə	 m 'ɛ ɾ ə 
meravella	m ə ɾ ə β 'e ʎ ə	 m ə ɾ ə β 'ɛ ʎ ə 
mercader	m ə r k ə ð 'e	 m ə r k ə ð 'ɛ 
Mercader	m ə r k ə ð 'e	 m ə r k ə ð 'ɛ 
meréixer	m ə ɾ 'e ʃ ə	 m ə ɾ 'e ʃ 'e 
meres	m 'e ɾ ə s	 m 'ɛ ɾ ə s 
merescuda	m ə ɾ ə s k 'u ð ə	 m 'e ɾ ə s k 'u ð ə 
merescudes	m ə ɾ ə s k 'u ð ə s	 m 'e ɾ ə s k 'u ð ə s 
merescut	m ə ɾ ə s k 'u t	 m 'e ɾ ə s k 'u t 
merescuts	m ə ɾ ə s k 'u t s	 m 'e ɾ ə s k 'u t s 
meretriu	m ə ɾ ə t ɾ 'i w	 m ə ɾ ə t ɾ 'i u 
mero	m 'e ɾ u	 m 'ɛ ɾ u 
mes	m 'e s	 m 'ɛ s 
mesos	m 'e z u s	 m 'ɛ z u s 
mesurament	m ə z u ɾ ə m 'e n	 m ə z 'u ɾ ə m 'ɛ n 
metastatitzada	m ə t ə s t ə t i d z 'a ð ə	 m 'ɛ t ə s t ə t i d z 'a ð ə 
metastatitzades	m ə t ə s t ə t i d z 'a ð ə s	 m 'ɛ t ə s t ə t i d z 'a ð ə s 
metastatitzar	m ə t ə s t ə t i d z 'a	 m 'ɛ t ə s t ə t i d z 'a 
metastatitzat	m ə t ə s t ə t i d z 'a t	 m 'ɛ t ə s t ə t i d z 'a t 
metastatitzats	m ə t ə s t ə t i d z 'a t s	 m 'ɛ t ə s t ə t i d z 'a t s 
metatextual	m ə t ə t ə k s t u 'a l	 m ə t 'a t ə k s t u 'a l 
metatextualitat	m ə t ə t ə k s t u ə l i t 'a t	 m ə t 'a t ə k s t u ə l i t 'a t 
metge	m 'e d ʒ ə	 m 'ɛ d ʒ ə 
metges	m 'e d ʒ ə s	 m 'ɛ d ʒ ə s 
metralladora	m ə t ɾ ə ʎ ə ð 'o ɾ ə	 m ə t ɾ ə ʎ ə ð 'ɔ ɾ ə 
metxa	m 'e t ʃ ə	 m 'ɛ t ʃ ə 
meu	m 'e w	 m 'ɛ w 
meus	m 'e w s	 m 'ɛ w s 
meva	m 'e β ə	 m 'ɛ β ə 
meves	m 'e β ə s	 m 'ɛ β ə s 
microona	m i k ɾ u 'o n ə	 m i k ɾ u 'ɔ n ə 
microones	m i k ɾ u 'o n ə s	 m i k ɾ u 'ɔ n ə s 
mig	m 'i t ʃ	 m 'i ə 
miler	m i l 'e	 m i l 'ɛ 
miliard	m i l i 'a r	 m i l i 'a r ə 
militar	m i l i t 'a r	 m i l i t 'a 
millora	m i ʎ 'o ɾ ə	 m i ʎ 'ɔ ɾ ə 
millorament	m i ʎ u ɾ ə m 'e n	 m i ʎ 'ɔ ɾ ə m 'ɛ n 
miner	m i n 'e	 m i n 'ɛ 
miniatura	m i n i ə t 'u ɾ ə	 m i n 'i ə t 'u ɾ ə 
miniaturització	m i n i ə t u ɾ i d z ə s i 'o	 m i n 'i ə t u ɾ i d z ə s i 'o 
miop	m i 'ɔ p	 m i 'o p 
mirament	m i ɾ ə m 'e n	 m 'i ɾ ə m 'ɛ n 
Mireia	m i ɾ 'ɛ j ə	 m i ɾ 'ɛ 'i ə 
misàndria	m i z 'a n d ɾ i ə	 m i z 'a n d ɾ 'i ə 
misantrop	m i z ə n t ɾ 'ɔ p	 m i z ə n t ɾ 'o p 
missatger	m i s ə d ʒ 'e	 m i s 'a d ʒ 'ɛ 
missioner	m i s i u n 'e	 m i s i u n 'ɛ 
misteriosa	m i s t ə ɾ i 'o z ə	 m i s t ə ɾ i 'ɔ z ə 
misteriosos	m i s t ə ɾ i 'o z u s	 m i s t ə ɾ i 'ɔ z u s 
mistralenc	m i s t ɾ ə l 'ɛ ŋ	 m i s t ɾ ə l 'ɛ n s 
mitjancer	m i d ʒ ə n s 'e	 m i d ʒ ə n s 'ɛ 
modest	m u ð 'e s t	 m u ð 'ɛ s t 
Moisès	m u j z 'ɛ s	 m u i s 'ɛ s 
molecular	m u l ə k u l 'a r	 m u l ə k u l 'a 
molesquí	m u l ə s k 'i	 m 'ɔ l ə s k 'i 
molestada	m u l ə s t 'a ð ə	 m 'ɔ l ə s t 'a ð ə 
molestades	m u l ə s t 'a ð ə s	 m 'ɔ l ə s t 'a ð ə s 
molestar	m u l ə s t 'a	 m 'ɔ l ə s t 'a 
molestat	m u l ə s t 'a t	 m 'ɔ l ə s t 'a t 
molestats	m u l ə s t 'a t s	 m 'ɔ l ə s t 'a t s 
moliner	m u l i n 'e	 m u l i n 'ɛ 
moll	m 'ɔ ʎ	 m 'o ʎ 
molsa	m 'o l s ə	 m 'ɔ l s ə 
molsuda	m u l s 'u ð ə	 m 'ɔ l s 'u ð ə 
molsudes	m u l s 'u ð ə s	 m 'ɔ l s 'u ð ə s 
molsut	m u l s 'u t	 m 'ɔ l s 'u t 
molsuts	m u l s 'u t s	 m 'ɔ l s 'u t s 
molta	m 'o l t ə	 m 'ɔ l t ə 
moltes	m 'o l t ə s	 m 'ɔ l t ə s 
moltonina	m u l t u n 'i n ə	 m 'ɔ l t u n 'i n ə 
moment	m u m 'e n	 m 'ɔ m 'ɛ n 
Mon	m 'u n	 m 'o n 
mona	m 'o n ə	 m 'ɔ n ə 
monàrquica	m u n 'a r k i k ə	 m u n 'a r k 'i k ə 
monàrquics	m u n 'a r k i k s	 m u n 'a r k 'i k s 
monobloc	m u n u β l 'ɔ k	 m u n u β l 'o k 
monologuista	m u n u l u ɣ 'i s t ə	 m u n u l u ɣ u 'i s t ə 
Montblanc	m u m b l 'a ŋ	 m u n ə l 'a ŋ 
Montcada	m u ŋ k 'a ð ə	 m u n ə k 'a ð ə 
Montseny	m u n s 'ɛ ɲ	 m 'o n s 'ɛ ɲ 
Montserrat	m u n s ə r 'a t	 m 'o n s ə r 'a t 
montsianenc	m u n s i ə n 'ɛ ŋ	 m 'o n s i ə n 'ɛ n s 
monument	m u n u m 'e n	 m 'ɔ n u m 'ɛ n 
morell	m u ɾ 'e ʎ	 m u ɾ 'ɛ ʎ 
morera	m u ɾ 'e ɾ ə	 m u ɾ 'ɛ ɾ ə 
morro	m 'o r u	 m 'ɔ r u 
morros	m 'o r u s	 m 'ɔ r u s 
morruda	m u r 'u ð ə	 m 'o r 'u ð ə 
morrudes	m u r 'u ð ə s	 m 'o r 'u ð ə s 
morrut	m u r 'u t	 m 'o r 'u t 
morruts	m u r 'u t s	 m 'o r 'u t s 
mort	m 'ɔ r t	 m 'o r t 
morter	m u r t 'e	 m u r t 'ɛ 
mosaic	m u z 'a j k	 m u z 'a i k 
mosca	m 'o s k ə	 m 'ɔ s k ə 
moscard	m u s k 'a r	 m u s k 'a r t 
mosques	m 'o s k ə s	 m 'ɔ s k ə s 
mosqueter	m u s k ə t 'e	 m u s k ə t 'ɛ 
mossa	m 'o s ə	 m 'ɔ s ə 
mossegaire	m u s ə ɣ 'a j ɾ ə	 m u s ə ɣ 'a 'i ɾ ə 
mosso	m 'o s u	 m 'ɔ s u 
mossos	m 'o s u s	 m 'ɔ s u s 
mostatxut	m u s t ə t ʃ 'u t	 m u s t 'a t ʃ 'u t 
moto	m 'o t u	 m 'ɔ t u 
motor	m u t 'o r	 m u t 'o 
motors	m u t 'o r s	 m u t 'o s 
motos	m 'o t u s	 m 'ɔ t u s 
motriu	m u t ɾ 'i w	 m u t ɾ 'i u 
mou	m 'ɔ w	 m 'o w 
mous	m 'ɔ w s	 m 'o w s 
moviment	m u β i m 'e n	 m 'ɔ β i m 'ɛ n 
mudèjar	m u ð 'ɛ ʒ ə	 m u ð 'ɛ ʒ 'a 
muhàrram	m u 'a r ə m	 m u i 'a r ə m 
muller	m u ʎ 'e	 m u ʎ 'ɛ 
multidisciplinari	m u l t i ð i s i p l i n 'a ɾ i	 m u l t 'i ð i s i p l i n 'a ɾ i 
Muntaner	m u n t ə n 'e	 m u n t ə n 'ɛ 
muntanyenc	m u n t ə ɲ 'ɛ ŋ	 m u n t ə ɲ 'ɛ n s 
muntanyosa	m u n t ə ɲ 'o z ə	 m u n t ə ɲ 'ɔ z ə 
muntanyoses	m u n t ə ɲ 'o z ə s	 m u n t ə ɲ 'ɔ z ə s 
muscular	m u s k u l 'a r	 m u s k u l 'a 
mussol	m u s 'ɔ l	 m u s 'o l 
nadalenc	n ə ð ə l 'ɛ ŋ	 n ə ð ə l 'ɛ n s 
naftalè	n ə f t ə l 'ɛ	 n ə f t 'a l 'ɛ 
naixement	n ə ʃ ə m 'e n	 n 'a ʃ ə m 'ɛ n 
natzarè	n ə d z ə ɾ 'ɛ	 n ə d z 'a ɾ 'ɛ 
nàufrag	n 'a w f ɾ ə k	 n 'a w f ɾ 'a ɣ 
nàusea	n 'a w z e ə	 n 'a w z ə ə 
nauseabund	n ə w z e ə β 'u n	 n ə w z e ə β 'u n d 
nauseabunds	n ə w z e ə β 'u n s	 n ə w z e ə β 'u n d s 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
nebulosa	n ə β u l 'o z ə	 n ə β u l 'ɔ z ə 
necesser	n ə s ə s 'e	 n ə s ə s 'ɛ 
neda	n 'e ð ə	 n 'ɛ ð ə 
neden	n 'e ð ə n	 n 'ɛ ð ə n 
nedes	n 'e ð ə s	 n 'ɛ ð ə s 
nefand	n ə f 'a n	 n ə f 'a n ə 
nega	n 'e ɣ ə	 n 'ɛ ɣ ə 
negligent	n ə ɣ l i ʒ 'e n	 n ə ɣ l i ʒ 'ɛ n 
negrenc	n ə ɣ ɾ 'ɛ ŋ	 n ə ɣ ɾ 'ɛ n s 
negrer	n ə ɣ ɾ 'e	 n ə ɣ ɾ 'ɛ 
neguen	n 'e ɣ ə n	 n 'ɛ ɣ ə n 
negues	n 'e ɣ ə s	 n 'ɛ ɣ ə s 
negui	n 'e ɣ i	 n 'ɛ ɣ i 
neguin	n 'e ɣ i n	 n 'ɛ ɣ i n 
néixer	n 'e ʃ ə	 n 'e ʃ 'e 
neu	n 'e w	 n 'ɛ w 
neulir	n ə w l 'i	 n ə u l 'i 
neulós	n ə w l 'o s	 n ə u l 'o s 
neurona	n ə w ɾ 'o n ə	 n ə w ɾ 'ɔ n ə 
neus	n 'e w s	 n 'ɛ w s 
neva	n 'e β ə	 n 'ɛ β ə 
nevera	n ə β 'e ɾ ə	 n ə β 'ɛ ɾ ə 
nicaragüenc	n i k ə ɾ ə ɣ w 'ɛ ŋ	 n i k ə ɾ ə ɣ w 'ɛ n s 
nihilisme	n i i l 'i z m ə	 n i 'a l 'i z m ə 
ninot	n i n 'ɔ t	 n i n 'o t 
nitrur	n i t ɾ 'u	 n 'i t ɾ 'u 
nivell	n i β 'e ʎ	 n i β 'ɛ ʎ 
noblesa	n u b b l 'ɛ z ə	 n u β l 'ɛ z ə 
nocturn	n u k t 'u r n	 n 'ɔ k t 'u r n 
nodriment	n u ð ɾ i m 'e n	 n 'ɔ ð ɾ i m 'ɛ n 
noguera	n u ɣ 'e ɾ ə	 n u ɣ u 'ɛ ɾ ə 
Noguera	n u ɣ 'e ɾ ə	 n u ɣ u 'ɛ ɾ ə 
noguerenc	n u ɣ ə ɾ 'ɛ ŋ	 n u ɣ ə ɾ 'ɛ n s 
noi	n 'ɔ j	 n 'o i 
nois	n 'ɔ j s	 n 'o i s 
nom	n 'ɔ m	 n 'o m 
nombrosa	n u m b ɾ 'o z ə	 n u m b ɾ 'ɔ z ə 
nombrosos	n u m b ɾ 'o z u s	 n u m b ɾ 'ɔ z u s 
nomenament	n u m ə n ə m 'e n	 n u m 'ɛ n ə m 'ɛ n 
noms	n 'ɔ m s	 n 'o m s 
nord	n 'ɔ r t	 n 'o r 
normand	n u r m 'a n	 n u r m 'a n ə 
nou	n 'ɔ w	 n 'o w 
nous	n 'ɔ w s	 n 'o s 
novembre	n u β 'e m b ɾ ə	 n u β 'ɛ m b ɾ ə 
noyes	n 'ɔ j ə s	 n 'ɔ ə s 
nuclear	n u k l e 'a r	 n u k l e 'a 
o	'ɔ	 'o 
obedient	u β ə ð i 'e n	 u β ə ð i 'ɛ n 
objecte	u b ʒ 'e k t ə	 u b ʒ 'ɛ k t ə 
obliqüitat	u β l i k w i t 'a t	 u β l i k i t 'a t 
oblit	u β l 'i t	 u p l 'i t 
oblong	u b b l 'o ŋ	 u p l 'o ŋ 
obrellaunes	u β ɾ ə ʎ 'a w n ə s	 u β ɾ ə ʎ 'a 'u n ə s 
obrer	u β ɾ 'e	 u β ɾ 'ɛ 
obscè	u p s 'ɛ	 u p s k 'ɛ 
obscens	u p s 'ɛ n s	 u p s k 'ɛ n s 
obscur	u p s k 'u r	 u p s k 'u 
obtús	u p t 'u s	 'ɔ β t 'u s 
occident	u k s i ð 'e n	 u k s i ð 'ɛ n 
Oceania	u s e ə n 'i ə	 u s ə ə n 'i ə 
ocell	u s 'e ʎ	 u s 'ɛ ʎ 
ocórrer	u k 'o r ə	 u k 'o r 'e 
octubre	u k t 'u β ɾ ə	 'ɔ k t 'u β ɾ ə 
ocular	u k u l 'a r	 u k u l 'a 
odissea	u ð i s 'e ə	 u ð i s 'ɛ ə 
oest	u 'e s t	 u 'ɛ s t 
ofegament	u f ə ɣ ə m 'e n	 u f 'ɛ ɣ ə m 'ɛ n 
