A	'ə	 ə 
hèrnia	'ɛ ɾ n i ə	 ə ɾ n i ə 
heroi	ə ɾ 'ɔ j	 ə ɾ 'o i 
heroic	ə ɾ 'ɔ j k	 ə ɾ 'o 'i k 
hèrptil	'ɛ ɾ t t i l	 ə ɾ t t 'i l 
heura	'ɛ w ɾ ə	 ə 'u ɾ ə 
heure	'ə w ɾ ə	 ə 'u ɾ ə 
heus	'ɛ w s	 'ɛ 'u s 
hevea	ə v 'ɛ ə	 ə v 'ə ə 
híbrid	'i β ɾ i t	 ə β ɾ i t 
hidroelèctrica	i ð ɾ o ə l 'ə t t ɾ i k ə	 i ð ɾ o ə l 'ə t t ɾ 'i k ə 
hidroelèctrics	i ð ɾ o ə l 'ə t t ɾ i t s	 i ð ɾ o ə l 'ə t t ɾ 'i t s 
hidroxinaftalè	i ð ɾ o t s i n ə f t ə l 'ə	 i ð ɾ o t s i n ə f t 'a l 'ə 
hieràtic	j ə ɾ 'a t i k	 i ə ɾ 'a t i k 
hieràtics	j ə ɾ 'a t i t s	 i ə ɾ 'a t i t s 
higiene	i ʒ i 'e n ə	 i ʒ i 'ə n ə 
himen	'i m ə n	 ə m ə n 
hipèrbaton	i p 'ɛ ɾ β ə t o n	 i p 'ɛ ɾ β ə t 'o n 
hiperespai	i p ə ɾ ə s p 'a j	 i p ə ɾ ə s p 'a i 
hola	'ɔ l ə	 ə l ə 
home	'ɔ m o	 ə m ə 
homenot	o m ə n 'ɔ t	 o m ə n 'o t 
homes	'ɔ m ə s	 ə m ə s 
hora	'ɔ ɾ ə	 ə ɾ ə 
hores	'ɔ ɾ ə s	 ə ɾ ə s 
hort	'ɔ ɾ t	 ə 'o t 
horta	'ɔ ɾ t ə	 ə ɾ t ə 
hòstia	'ɔ s t i ə	 ə s t i ə 
hòsties	'ɔ s t i ə s	 ə s t i ə s 
hoteler	o t ə l 'e	 o t ə l 'ə 
i	'i	 i 
iaia	j 'a j ə	 i 'a j ə 
iaies	j 'a j ə s	 i 'a j ə s 
iaio	j 'a j o	 i 'a j o 
iarda	j 'a ɾ ð ə	 i 'a ɾ ð ə 
idealisme	i ð e ə l 'i z m ə	 i ð ə ə l 'i z m ə 
idealista	i ð e ə l 'i s t ə	 i ð ə ə l 'i s t ə 
idioma	i ð i 'o m ə	 i ð i 'ɔ m ə 
iemenita	j ə m ə n 'i t ə	 i ə m ə n 'i t ə 
impacient	i m p ə s i 'e n t	 i m p ə s i 'ə n t 
ímpetu	'i m p ə t u	 'i m p ə t 'u 
impotent	i m p o t 'e n t	 i m p o t 'ɛ n t 
imprudent	i m p ɾ u ð 'e n t	 i m p ɾ u ð 'ɛ n t 
inadequat	i n ə ð ə k w 'a t	 i n 'a ð ə k w 'a t 
incineradores	i n s i n ə ɾ ə ð 'o ɾ ə s	 i n s i n ə ɾ ə ð 'ɔ ɾ ə s 
incoherent	i ŋ k o ə ɾ 'e n t	 i ŋ k o ə ɾ 'ə n t 
incomptable	i ŋ k o m t 'a b b l ə	 i ŋ k o m ə t 'a b b l ə 
inconsistent	i ŋ k o n s i s t 'e n t	 i ŋ k o n s i s t 'ɛ n t 
incorpora	i ŋ k o ɾ p 'o ɾ ə	 i ŋ k o ɾ p 'ɔ ɾ ə 
increment	i ŋ k ɾ ə m 'e n t	 'i ŋ k ɾ ə m 'ə n t 
incultura	i ŋ k u l t 'u ɾ ə	 i ŋ k 'u l t 'u ɾ ə 
indiferent	i n d i f ə ɾ 'e n t	 i n d i f ə ɾ 'ɛ n t 
indigestió	i n d i ʒ ə s t i 'o	 i n d 'i ʒ ə s t i 'o 
indignada	i n d i n n 'a ð ə	 i n d i ə n 'a ð ə 
indignades	i n d i n n 'a ð ə s	 i n d i ə n 'a ð ə s 
indústria	i n d 'u s t ɾ i ə	 i n d 'u s t ɾ 'i ə 
inerts	i n 'ɛ ɾ s	 i n 'ɛ ɾ t s 
ingent	i n ʒ 'e n t	 i n ʒ 'ɛ n t 
ingredient	i ŋ g ɾ ə ð i 'e n t	 i ŋ g ɾ ə ð i 'ə n t 
iniciarà	i n i s i ə ɾ 'a	 i n i s i 'a ɾ 'a 
ininterromput	i n i n t ə r o m p 'u t	 i n 'i n t ə r 'o m p 'u t 
inquietud	i ŋ k i ə t 'u t	 i ŋ k 'i ə t 'u t 
insatisfactori	i n s ə t i s f ə t t 'ɔ ɾ i	 i n s 'a t i s f ə t t 'ɔ ɾ i 
insolent	i n s o l 'e n t	 i n s o l 'ə n t 
insolents	i n s o l 'e n s	 i n s o l 'ə n s 
instintiva	i n s t i n t 'i v ə	 i n s t 'i n t 'i v ə 
instintives	i n s t i n t 'i v ə s	 i n s t 'i n t 'i v ə s 
instrument	i n s t ɾ u m 'e n t	 'i n s t ɾ u m 'ə n t 
insuficient	i n s u f i s i 'e n t	 i n s u f i s i 'ɛ n t 
insurgents	i n s u ɾ ʒ 'e n s	 i n s u ɾ ʒ 'ɛ n s 
intent	i n t 'e n t	 i n t 'ə n t 
intèrpret	i n t 'ɛ ɾ p ɾ ə t	 i n t 'ɛ ɾ p ɾ 'ə t 
interrompre	i n t ə r 'o m p ɾ ə	 i n t ə r 'ɔ m p ɾ ə 
interrompuda	i n t ə r o m p 'u ð ə	 i n t ə r 'o m p 'u ð ə 
interrompudes	i n t ə r o m p 'u ð ə s	 i n t ə r 'o m p 'u ð ə s 
interromput	i n t ə r o m p 'u t	 i n t ə r 'o m p 'u t 
interromputs	i n t ə r o m p 'u t s	 i n t ə r 'o m p 'u t s 
iònica	j 'ɔ n i k ə	 i 'ɔ n i k ə 
irremeiable	i r ə m ə j 'a b b l ə	 i r ə m ə i 'a b b l ə 
irresistible	i r ə z i s t 'i b b l ə	 i r ə z 'i s t 'i b b l ə 
isòbar	i z 'ɔ β ə	 i z 'ɔ β 'a 
Ístria	'i s t ɾ i ə	 'i s t ɾ 'i ə 
Iugoslàvia	j u ɣ o z l 'a v i ə	 i w ɣ o z l 'a v i ə 
jaciment	ʒ ə s i m 'e n t	 ʒ 'a s i m 'ə n t 
Jaén	ʒ ə 'e n	 ʒ 'a 'e n 
jardiner	ʒ ə ɾ ð i n 'e	 ʒ ə ɾ ð i n 'ə 
jazz	ʒ 'a s	 ʒ 'a z ə 
jersei	ʒ ə ɾ s 'ə j	 ʒ ə ɾ s 'ə i 
jeure	ʒ 'ə w ɾ ə	 ʒ 'ɛ w ɾ ə 
joier	ʒ o j 'e	 ʒ o j 'ə 
joiós	ʒ o j 'o s	 ʒ o i 'o s 
jou	ʒ 'ɔ w	 ʒ 'o 
jove	ʒ 'o v ə	 ʒ 'ɔ v ə 
jóvens	ʒ 'o v ə n s	 ʒ 'o v 'e n s 
judaïtzada	ʒ u ð ə i d z 'a ð ə	 ʒ 'u ð ə i d z 'a ð ə 
judaïtzades	ʒ u ð ə i d z 'a ð ə s	 ʒ 'u ð ə i d z 'a ð ə s 
judaïtzar	ʒ u ð ə i d z 'a	 ʒ 'u ð ə i d z 'a 
judaïtzat	ʒ u ð ə i d z 'a t	 ʒ 'u ð ə i d z 'a t 
judaïtzats	ʒ u ð ə i d z 'a t s	 ʒ 'u ð ə i d z 'a t s 
jueu	ʒ u 'e w	 ʒ u 'ɛ w 
juganer	ʒ u ɣ ə n 'e	 ʒ u ɣ ə n 'ə 
juliol	ʒ u l i 'ɔ l	 ʒ u l i 'o l 
juntura	ʒ u n t 'u ɾ ə	 ʒ 'u n t 'u ɾ ə 
júnyer	ʒ 'u ɲ ə	 ʒ 'u ɲ 'e  
jurament	ʒ u ɾ ə m 'e n t	 ʒ 'u ɾ ə m 'ə n t 
jurisdicció	ʒ u ɾ i z ð i t s i 'o	 ʒ u ɾ 'i z ð i t s i 'o 
kàiser	k 'a j z ə	 k 'a i z ə 
kazakh	k ə z 'a k	 k ə z 'a k ə 
la	l 'ə	 l ə 
laberints	l ə β ə ɾ 'i n s	 l ə β ə ɾ 'i n t s 
lacrosse	l ə k ɾ 'o s ə	 l ə k ɾ 'ɔ s ə 
lamenta	l ə m 'e n t ə	 l ə m 'ɛ n t ə 
lampisteria	l ə m p i s t ə ɾ 'i ə	 l ə m p 'i s t ə ɾ 'i ə 
lectora	l ə t t 'o ɾ ə	 l ə t t 'ɔ ɾ ə 
lectores	l ə t t 'o ɾ ə s	 l ə t t 'ɔ ɾ ə s 
lent	l 'e n t	 l 'ə n t 
lenta	l 'e n t ə	 l 'ə n t ə 
lentes	l 'e n t ə s	 l 'ə n t ə s 
lepra	l 'e p ɾ ə	 l 'ə p ɾ ə 
les	l 'ə s	 l ə s 
Lesotho	l ə z 'ɔ t o	 l ə z 'ɔ t i o 
leu	l 'ɛ w	 l 'ə w 
líber	l 'i β ə	 l 'i β e  
líder	l 'i ð ə	 l 'i ð e  
linear	l i n e 'a	 l i n 'ə 'a 
linier	l i n i 'e	 l i n i 'ə 
liquidàmbar	l i k i ð 'a m b ə	 l i k i ð 'a m b 'a 
lisosoma	l i z o z 'ɔ m ə	 l 'i z o z 'ɔ m ə 
lisosòmic	l i z o z 'ɔ m i k	 l 'i z o z 'ɔ m i k 
lisosòmica	l i z o z 'ɔ m i k ə	 l 'i z o z 'ɔ m i k ə 
lisosòmics	l i z o z 'ɔ m i t s	 l 'i z o z 'ɔ m i t s 
lisosòmiques	l i z o z 'ɔ m i k ə s	 l 'i z o z 'ɔ m i k ə s 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
llaminer	ʎ ə m i n 'e	 ʎ ə m i n 'ə 
llançadora	ʎ ə n s ə ð 'o ɾ ə	 ʎ ə n s ə ð 'ɔ ɾ ə 
llançadores	ʎ ə n s ə ð 'o ɾ ə s	 ʎ ə n s ə ð 'ɔ ɾ ə s 
llançament	ʎ ə n s ə m 'e n t	 ʎ 'a n s ə m 'ə n t 
llarg	ʎ 'a ɾ k	 ʎ 'a ɾ ə 
llauna	ʎ 'a w n ə	 ʎ 'a 'u n ə 
llaüt	ʎ ə 'u t	 ʎ 'a 'u t 
llebre	ʎ 'e β ɾ ə	 ʎ 'ə β ɾ ə 
lledoner	ʎ ə ð o n 'e	 ʎ ə ð o n 'ə 
llega	ʎ 'e ɣ ə	 ʎ 'ə ɣ ə 
llegenda	ʎ ə ʒ 'e n d ə	 ʎ ə ʒ 'ɛ n d ə 
llegendes	ʎ ə ʒ 'e n d ə s	 ʎ ə ʒ 'ə n d ə s 
Lleida	ʎ 'e j ð ə	 ʎ 'ə j ð ə 
lleixa	ʎ 'e ʃ ə	 ʎ 'ə ʃ ə 
Llemosí	ʎ ə m o z 'i	 ʎ 'ə m o z 'i 
llenços	ʎ 'e n s o s	 ʎ 'ɛ n s o s 
llenya	ʎ 'e ɲ ə	 ʎ 'ə ɲ ə 
lleona	ʎ ə 'o n ə	 ʎ ə 'ɔ n ə 
llepa	ʎ 'e p ə	 ʎ 'ə p ə 
llepen	ʎ 'e p ə n	 ʎ 'ə p ə n 
llépol	ʎ 'e p o l	 ʎ 'e p 'ɔ l 
llera	ʎ 'e ɾ ə	 ʎ 'ɛ ɾ ə 
llesta	ʎ 'e s t ə	 ʎ 'ə s t ə 
llestes	ʎ 'e s t ə s	 ʎ 'ə s t ə s 
llestos	ʎ 'e s t o s	 ʎ 'ə s t o s 
lletera	ʎ ə t 'e ɾ ə	 ʎ ə t 'ɛ ɾ ə 
lletges	ʎ 'e d ʒ ə s	 ʎ 'ə d ʒ ə s 
lletja	ʎ 'e d ʒ ə	 ʎ 'ə d ʒ ə 
lletjos	ʎ 'e d ʒ o s	 ʎ 'ə d ʒ o s 
lletrejada	ʎ ə t ɾ ə ʒ 'a ð ə	 ʎ 'ə t ɾ ə ʒ 'a ð ə 
lletrejades	ʎ ə t ɾ ə ʒ 'a ð ə s	 ʎ 'ə t ɾ ə ʒ 'a ð ə s 
lletrejar	ʎ ə t ɾ ə ʒ 'a	 ʎ 'ə t ɾ ə ʒ 'a 
lletrejat	ʎ ə t ɾ ə ʒ 'a t	 ʎ 'ə t ɾ ə ʒ 'a t 
lletrejats	ʎ ə t ɾ ə ʒ 'a t s	 ʎ 'ə t ɾ ə ʒ 'a t s 
lleuger	ʎ ə w ʒ 'e	 ʎ ə w ʒ 'ə 
lleva	ʎ 'e v ə	 ʎ 'ə v ə 
llevadora	ʎ ə v ə ð 'o ɾ ə	 ʎ ə v ə ð 'ɔ ɾ ə 
lleves	ʎ 'e v ə s	 ʎ 'ə v ə s 
llevo	ʎ 'e v o	 ʎ 'ə v o 
llibrer	ʎ i β ɾ 'e	 ʎ i β ɾ 'ɛ 
llibreter	ʎ i β ɾ ə t 'e	 ʎ i β ɾ ə t 'ə 
llicenciatura	ʎ i s ə n s i ə t 'u ɾ ə	 ʎ i s ə n s 'i ə t 'u ɾ ə 
lligament	ʎ i ɣ ə m 'e n t	 ʎ 'i ɣ ə m 'ə n t 
llimona	ʎ i m 'o n ə	 ʎ i m 'ɔ n ə 
llimonera	ʎ i m o n 'e ɾ ə	 ʎ i m o n 'ɛ ɾ ə 
llitera	ʎ i t 'e ɾ ə	 ʎ i t 'ɛ ɾ ə 
lliurament	ʎ i w ɾ ə m 'e n t	 ʎ 'i w ɾ ə m 'ə n t 
lloa	ʎ 'o ə	 ʎ 'ɔ ə 
lloat	ʎ o 'a t	 ʎ 'ɔ 'a t 
lloba	ʎ 'o β ə	 ʎ 'ɔ β ə 
llogater	ʎ o ɣ ə t 'e	 ʎ o ɣ ə t 'ə 
lloguer	ʎ o ɣ 'e	 ʎ o ɣ 'ə 
llora	ʎ 'o ɾ ə	 ʎ 'ɔ ɾ ə 
Llorach	ʎ o ɾ 'a k	 ʎ o ɾ 'a k ə 
llorer	ʎ o ɾ 'e	 ʎ o ɾ 'ə 
lluent	ʎ u 'e n t	 ʎ u 'ə n t 
lluïment	ʎ u i m 'e n t	 ʎ 'u i m 'ɛ n t 
lluïssor	ʎ u i s 'o	 ʎ u 'i s 'o 
lluitada	ʎ u j t 'a ð ə	 ʎ u i t 'a ð ə 
lluitades	ʎ u j t 'a ð ə s	 ʎ u i t 'a ð ə s 
lluitant	ʎ u j t 'a n t	 ʎ u i t 'a n t 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
locomotora	l o k o m o t 'o ɾ ə	 l o k o m o t 'ɔ ɾ ə 
locutora	l o k u t 'o ɾ ə	 l o k u t 'ɔ ɾ ə 
lona	l 'o n ə	 l 'ɔ n ə 
Londres	l 'o n d ɾ ə s	 l 'ɔ n d ɾ ə s 
luminescència	l u m i n ə t s 'ɛ n s i ə	 l u m 'i n ə t s 'ɛ n s i ə 
ma	m 'ə	 m ə 
maduixer	m ə ð u ʃ 'e	 m ə ð u ʃ 'ə 
Mahoma	m ə 'ɔ m ə	 m ə m m ə 
mainada	m ə j n 'a ð ə	 m ə i n 'a ð ə 
maixella	m ə ʃ 'e ʎ ə	 m ə ʃ 'ə ʎ ə 
majestuosa	m ə ʒ ə s t u 'o z ə	 m ə ʒ ə s t u 'ɔ z ə 
majestuosos	m ə ʒ ə s t u 'o z o s	 m ə ʒ ə s t u 'ɔ z o s 
Malawi	m ə l 'a β i	 m ə l 'a i 
maleïts	m ə l ə 'i t s	 m ə l ə 'i s 
malestar	m ə l ə s t 'a	 m 'a l ə s t 'a 
maleter	m ə l ə t 'e	 m ə l ə t 'ə 
maliciosa	m ə l i s i 'o z ə	 m ə l i s i 'ɔ s ə 
malicioses	m ə l i s i 'o z ə s	 m ə l i s i 'ɔ s ə s 
maliciosos	m ə l i s i 'o z o s	 m ə l i s i 'ɔ z o s 
mallerenga	m ə ʎ ə ɾ 'ə ŋ g ə	  m e ʎ ə ɾ 'ə ŋ g ə 
mallot	m ə ʎ 'ɔ t	 m ə ʎ 'o t 
malvendre	m ə l v 'e n d ɾ ə	 m ə l v 'ə n d ɾ ə 
mamella	m ə m 'e ʎ ə	 m ə m 'ə ʎ ə 
manament	m ə n ə m 'e n t	 m 'a n ə m 'ə n t 
manera	m ə n 'e ɾ ə	 m ə n 'ɛ ɾ ə 
manifest	m ə n i f 'e s t	 m ə n i f 'ə s t 
manipuladora	m ə n i p u l ə ð 'o ɾ ə	 m ə n i p u l ə ð 'ɔ ɾ ə 
manlleuta	m ə n ʎ 'ɛ w t ə	 m ə n ʎ 'ə 'u t ə 
manovella	m ə n o v 'e ʎ ə	 m ə n o v 'ə ʎ ə 
mantell	m ə n t 'e ʎ	 m ə n t 'ə ʎ 
manteniment	m ə n t ə n i m 'e n t	 m ə n t 'ɛ n i m 'ə n t 
mantinguda	m ə n t i ŋ g 'u ð ə	 m ə n t 'i ŋ g 'u ð ə 
mantingudes	m ə n t i ŋ g 'u ð ə s	 m ə n t 'i ŋ g 'u ð ə s 
mantingueu	m ə n t i ŋ g 'ɛ w	 m ə n t i ŋ g 'ə w 
mantingut	m ə n t i ŋ g 'u t	 m ə n t 'i ŋ g 'u t 
mantinguts	m ə n t i ŋ g 'u t s	 m ə n t 'i ŋ g 'u t s 
Manuel	m ə n u 'ɛ l	 m ə n 'u 'ɛ l 
manxiula	m ə n ʃ 'i w l ə	 m ə n ʃ 'i u l ə 
maresmenc	m ə ɾ ə z m 'ə ŋ k	 m 'a ɾ ə z m 'ə ŋ k 
marianista	m ə ɾ i ə n 'i s t ə	 m ə ɾ 'i ə n 'i s t ə 
mariner	m ə ɾ i n 'e	 m ə ɾ i n 'ə 
marinera	m ə ɾ i n 'e ɾ ə	 m ə ɾ i n 'ɛ ɾ ə 
marineres	m ə ɾ i n 'e ɾ ə s	 m ə ɾ i n 'ɛ ɾ ə s 
mariners	m ə ɾ i n 'e s	 m ə ɾ i n 'ə s 
màrqueting	m 'a ɾ k ə t i ŋ k	 m 'a ɾ k ə t 'i ŋ k 
màser	m 'a z ə	 m 'a z e  
mastegaparaules	m ə s t ə ɣ ə p ə ɾ 'a w l ə s	 m ə s t ə ɣ ə p ə ɾ 'a 'u l ə s 
mastegot	m ə s t ə ɣ 'ɔ t	 m ə s t ə ɣ 'o t 
mateix	m ə t 'e ʃ	 m ə t 'ə ʃ 
materialisme	m ə t ə ɾ i ə l 'i z m ə	 m ə t ə ɾ 'i ə l 'i z m ə 
Mateu	m ə t 'e w	 m ə t 'ɛ w 
matiner	m ə t i n 'e	 m ə t i n 'ə 
matusser	m ə t u s 'e	 m ə t u s 'ə 
mausoleu	m ə w z o l 'ɛ w	 m ə w z o l 'ə w 
me	m 'ə	 m ə 
medicament	m ə ð i k ə m 'e n t	 m ə ð 'i k ə m 'ə n t 
meitat	m ə j t 'a t	 m ə i t 'a t 
melanesi	m ə l ə n 'ɛ z i	 m ə l ə n 'ə z i 
membre	m 'e m b ɾ ə	 m 'ə m b ɾ ə 
membres	m 'e m b ɾ ə s	 m 'ə m b ɾ ə s 
menciona	m ə n s i 'o n ə	 m ə n s i 'ɔ n ə 
menciones	m ə n s i 'o n ə s	 m ə n s i 'ɔ n ə s 
menester	m ə n ə s t 'e	 m ə n ə s t 'ə 
mengen	m 'e n ʒ ə n	 m 'ɛ n ʒ ə n 
menges	m 'e n ʒ ə s	 m 'ɛ n ʒ ə s 
menja	m 'e n ʒ ə	 m 'ə n ʒ ə 
menjadora	m ə n ʒ ə ð 'o ɾ ə	 m ə n ʒ ə ð 'ɔ ɾ ə 
menjo	m 'e n ʒ o	 m 'ɛ n ʒ o 
mènsula	m 'ɛ n s u l ə	 m 'ə n s u l ə 
mènsules	m 'ɛ n s u l ə s	 m 'ə n s u l ə s 
menta	m 'e n t ə	 m 'ɛ n t ə 
mentider	m ə n t i ð 'e	 m ə n t i ð 'ɛ 
mera	m 'e ɾ ə	 m 'ɛ ɾ ə 
mercader	m ə ɾ k ə ð 'e	 m ə ɾ k ə ð 'ə 
Mercader	m ə ɾ k ə ð 'e	 m ə ɾ k ə ð 'ə 
merder	m ə ɾ ð 'e	 m ə ɾ ð 'ɛ 
meres	m 'e ɾ ə s	 m 'ɛ ɾ ə s 
mesurament	m ə z u ɾ ə m 'e n t	 m ə z 'u ɾ ə m 'ə n t 
metastatitzada	m ə t ə s t ə t i d z 'a ð ə	 m 'ə t ə s t ə t i d z 'a ð ə 
metastatitzades	m ə t ə s t ə t i d z 'a ð ə s	 m 'ə t ə s t ə t i d z 'a ð ə s 
metastatitzar	m ə t ə s t ə t i d z 'a	 m 'ə t ə s t ə t i d z 'a 
metastatitzat	m ə t ə s t ə t i d z 'a t	 m 'ə t ə s t ə t i d z 'a t 
metastatitzats	m ə t ə s t ə t i d z 'a t s	 m 'ə t ə s t ə t i d z 'a t s 
metge	m 'e d ʒ ə	 m 'ə d ʒ ə 
metges	m 'e d ʒ ə s	 m 'ə d ʒ ə s 
metralladora	m ə t ɾ ə ʎ ə ð 'o ɾ ə	 m ə t ɾ ə ʎ ə ð 'ɔ ɾ ə 
metxa	m 'e t ʃ ə	 m 'ɛ t ʃ ə 
meua	m 'e w ə	 m 'ə w ə 
meuca	m 'ɛ w k ə	 m 'ə 'u k ə 
meus	m 'e w s	 m 'ə w s 
meva	m 'e v ə	 m 'ə v ə 
meves	m 'e v ə s	 m 'ə v ə s 
microona	m i k ɾ o 'o n ə	 m i k ɾ o 'ɔ n ə 
microones	m i k ɾ o 'o n ə s	 m i k ɾ o 'ɔ n ə s 
migcampista	m i k k ə m p 'i s t ə	 m i ŋ k ə m p 'i s t ə 
miler	m i l 'e	 m i l 'ə 
millora	m i ʎ 'o ɾ ə	 m i ʎ 'ɔ ɾ ə 
millorament	m i ʎ o ɾ ə m 'e n t	 m i ʎ 'ɔ ɾ ə m 'ə n t 
miner	m i n 'e	 m i n 'ə 
miniatura	m i n i ə t 'u ɾ ə	 m i n 'i ə t 'u ɾ ə 
miniaturització	m i n i ə t u ɾ i d z ə s i 'o	 m i n 'i ə t u ɾ i d z ə s i 'o 
miositis	m i o z 'i t i s	 m i o s 'i t i s 
mirament	m i ɾ ə m 'e n t	 m 'i ɾ ə m 'ə n t 
misàndria	m i z 'a n d ɾ i ə	 m i z 'a n d ɾ 'i ə 
missatger	m i s ə d ʒ 'e	 m i s 'a d ʒ 'ɛ 
missioner	m i s i o n 'e	 m i s i o n 'ə 
misteriosa	m i s t ə ɾ i 'o z ə	 m i s t ə ɾ i 'ɔ z ə 
misteriosos	m i s t ə ɾ i 'o z o s	 m i s t ə ɾ i 'ɔ z o s 
mitjancer	m i d ʒ ə n s 'e	 m i d ʒ ə n s 'ə 
Moisès	m o j z 'ə s	 m o i s 'ə s 
molècula	m o l 'ə k u l ə	 m o l 'ɛ k u l ə 
moliner	m o l i n 'e	 m o l i n 'ə 
molsa	m 'o l s ə	 m 'ɔ l s ə 
molsuda	m o l s 'u ð ə	 m 'ɔ l s 'u ð ə 
molsudes	m o l s 'u ð ə s	 m 'ɔ l s 'u ð ə s 
molsut	m o l s 'u t	 m 'ɔ l s 'u t 
molsuts	m o l s 'u t s	 m 'ɔ l s 'u t s 
molts	m 'o l s	 m 'o l t s 
moment	m o m 'e n t	 m 'ɔ m 'ɛ n t 
mona	m 'o n ə	 m 'ɔ n ə 
monarquia	m o n ə ɾ k 'i ə	 m o n 'a ɾ k 'i ə 
monàrquica	m o n 'a ɾ k i k ə	 m o n 'a ɾ k 'i k ə 
monàrquics	m o n 'a ɾ k i t s	 m o n 'a ɾ k 'i t s 
mongol	m o ŋ g 'ɔ l	 m o ŋ g 'o l 
montrealès	m o n t ɾ e ə l 'ə s	 m o n t ɾ ə ə l 'ə s 
Montse	m 'o n s ə	 m 'ɔ n t s ə 
Montseny	m o n s 'ə ɲ	 m 'o n t s 'ə ɲ 
Montserrat	m o n s ə r 'a t	 m 'o n t s ə r 'a t 
monument	m o n u m 'e n t	 m 'ɔ n u m 'ə n t 
monyeca	m o ɲ 'ɛ k ə	 m o ɲ 'ə k ə 
morera	m o ɾ 'e ɾ ə	 m o ɾ 'ɛ ɾ ə 
morro	m 'o r o	 m 'ɔ r o 
morros	m 'o r o s	 m 'ɔ r o s 
morruda	m o r 'u ð ə	 m 'o r 'u ð ə 
morrudes	m o r 'u ð ə s	 m 'o r 'u ð ə s 
morrut	m o r 'u t	 m 'o r 'u t 
morruts	m o r 'u t s	 m 'o r 'u t s 
mort	m 'ɔ ɾ t	 m 'o ɾ t 
morter	m o ɾ t 'e	 m o ɾ t 'ə 
mosca	m 'o s k ə	 m 'ɔ s k ə 
mosques	m 'o s k ə s	 m 'ɔ s k ə s 
mosqueter	m o s k ə t 'e	 m o s k ə t 'ə 
mossegaire	m o s ə ɣ 'a j ɾ ə	 m o s ə ɣ 'a 'i ɾ ə 
mosso	m 'o s o	 m 'ɔ s o 
mostatxut	m o s t ə t ʃ 'u t	 m o s t 'a t ʃ 'u t 
motlura	m o ʎ ʎ 'u ɾ ə	 m 'ɔ l l 'u ɾ ə 
moto	m 'o t o	 m 'ɔ t o 
motos	m 'o t o s	 m 'ɔ t o s 
moviment	m o v i m 'e n t	 m 'ɔ v i m 'ə n t 
mudèjar	m u ð 'ə ʒ ə	 m u ð 'ɛ ʒ 'a 
muller	m u ʎ 'e	 m u ʎ 'ə 
Muntaner	m u n t ə n 'e	 m u n t ə n 'ə 
muntanyisme	m u n t ə ɲ 'i z m ə	 m u n t 'a ɲ 'i z m ə 
muntanyosa	m u n t ə ɲ 'o z ə	 m u n t 'a ɲ 'ɔ z ə 
muntanyoses	m u n t ə ɲ 'o z ə s	 m u n t 'a ɲ 'ɔ z ə s 
múrgola	m 'u ɾ ɣ o l ə	 m 'u ɾ ɣ 'ɔ l ə 
naftalè	n ə f t ə l 'ə	 n ə f t 'a l 'ə 
naixement	n ə ʃ ə m 'e n t	 n 'a ʃ ə m 'ɛ n t 
natzarè	n ə d z ə ɾ 'ə	 n ə d z 'a ɾ 'ə 
nàufrag	n 'a w f ɾ ə k	 n 'a w f ɾ 'a ɣ 
nauseabund	n ə w z e ə β 'u n t	 n ə w z ə ə β 'u n d 
nauseabunda	n ə w z e ə β 'u n d ə	 n ə w z ə ə β 'u n d ə 
nauseabundes	n ə w z e ə β 'u n d ə s	 n ə w z ə ə β 'u n d ə s 
nauseabunds	n ə w z e ə β 'u n s	 n ə w z ə ə β 'u n s 
nàxer	n 'a t s ə	 n 'a ə 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
nebulosa	n ə β u l 'o z ə	 n ə β u l 'ɔ z ə 
nebulositat	n ə β u l o z i t 'a t	 n ə β 'u l o z i t 'a t 
necesser	n ə s ə s 'e	 n ə s ə s 'ə 
neda	n 'e ð ə	 n 'ə ð ə 
neden	n 'e ð ə n	 n 'ə ð ə n 
nedes	n 'e ð ə s	 n 'ə ð ə s 
nega	n 'e ɣ ə	 n 'ə ɣ ə 
negligent	n ə ɣ l i ʒ 'e n t	 n ə ɣ l i ʒ 'ɛ n t 
negrer	n ə ɣ ɾ 'e	 n ə ɣ ɾ 'ə 
neguen	n 'e ɣ ə n	 n 'ə ɣ ə n 
negues	n 'e ɣ ə s	 n 'ə ɣ ə s 
néixer	n 'e ʃ ə	 n 'e ʃ 'e  
Nèmesi	n 'ɛ m ə z i	 n 'ə m ə z i 
neurona	n ə w ɾ 'o n ə	 n ə w ɾ 'ɔ n ə 
neva	n 'e v ə	 n 'ə v ə 
nevera	n ə v 'e ɾ ə	 n ə v 'ɛ ɾ ə 
nihilisme	n i i l 'i z m ə	 n i 'a l 'i z m ə 
nodriment	n o ð ɾ i m 'e n t	 n 'ɔ ð ɾ i m 'ə n t 
noguera	n o ɣ 'e ɾ ə	 n o ɣ 'ɛ ɾ ə 
Noguera	n o ɣ 'e ɾ ə	 n o ɣ 'ɛ ɾ ə 
noieta	n o j 'ə t ə	 n o i 'ə t ə 
nombre	n 'o m b ɾ ə	 n 'ɔ m b ɾ ə 
nombres	n 'o m b ɾ ə s	 n 'ɔ m b ɾ ə s 
